plugin,formid,editor_id,name,archetype,actor_value,magic_skill,resist_value,cast_type,target_type,flags,modding_read,validation
Skyrim.esm,Skyrim.esm:0F5FFB,BladesAbDragon,Dragon Infusion,ValueModifier,Health,None,None,ConstantEffect,Self,"Recover, NoDuration, NoArea",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E6DF4,BladesAlchPotion,Esbern's Potion,Script,None,None,None,FireAndForget,Self,"Recover, NoArea, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:01CE9E,BoundBattleAxeFFSelf,Bound Axe,Bound,None,Conjuration,None,FireAndForget,Self,4459520,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0424FF,BoundBattleAxeMysticFFSelf,Mystic Axe,Bound,None,Conjuration,None,FireAndForget,Self,4459520,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:01CEA0,BoundBowFFSelf,Bound Bow,Bound,None,Conjuration,None,FireAndForget,Self,4459520,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:042500,BoundBowMysticFFSelf,Mystic Bow,Bound,None,Conjuration,None,FireAndForget,Self,4459520,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:01CE9F,BoundSwordFFSelf,Bound Sword,Bound,None,Conjuration,None,FireAndForget,Self,4459520,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0424FA,BoundSwordMysticFFSelf,Mystic Sword,Bound,None,Conjuration,None,FireAndForget,Self,4459520,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0BA30F,BoundSwordRightHandFFSelf,Bound Sword,Bound,None,Conjuration,None,FireAndForget,Self,4459520,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F23F9,C06BladeOfYsgramorEnchEffect,Elf Slayer,ValueModifier,Health,None,None,FireAndForget,Touch,0,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:050CF2,CallToArmsFortifyHealth100,Fortify Health,PeakValueModifier,Health,Illusion,None,FireAndForget,Self,"Recover, FXPersist, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:08BB2D,CallToARmsFortifyMarksman100,Fortify Marksman,PeakValueModifier,Archery,Illusion,None,FireAndForget,Self,"Recover, FXPersist, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:08BB2B,CallToArmsFortifyOneHanded100,Fortify One-handed,PeakValueModifier,OneHanded,Illusion,None,FireAndForget,Self,"Recover, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:050CF3,CallToArmsFortifyStamina100,Fortify Stamina,PeakValueModifier,Stamina,Illusion,None,FireAndForget,Self,"Recover, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:08BB2C,CallToArmsFortifyTwoHanded100,Fortify Two-handed,PeakValueModifier,TwoHanded,Illusion,None,FireAndForget,Self,"Recover, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:106617,ChillrendEnchFrostDamageFFContact,Frost Damage,ValueModifier,Health,Destruction,ResistFrost,FireAndForget,Touch,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:106616,ChillrendParalysisFFContact,Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Touch,"Hostile, Recover, NoMagnitude, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:05312C,CircleProtectionFFSelf,Circle of Protection,SpawnHazard,None,Restoration,None,FireAndForget,Self,"NoArea, FXPersist, PowerAffectsMagnitude, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0B62E9,CircleVitalityFFSelf,Circle of Vitality,SpawnHazard,None,Restoration,None,FireAndForget,Self,"NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:02113F,ClairvoyanceEffect,Clairvoyance,Guide,None,Illusion,None,Concentration,Self,"NoMagnitude, NoArea, FXPersist",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:06F954,CommandFFActor,Command,CommandSummoned,None,Conjuration,None,FireAndForget,TargetActor,"Hostile, NoDuration, NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:050CEE,ConfUpAreaFortifyHealth50,Fortify Health,PeakValueModifier,Health,Illusion,None,FireAndForget,Aimed,"Recover, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:050CEF,ConfUpAreaFortifyStamina50,Fortify Stamina,PeakValueModifier,Stamina,Illusion,None,FireAndForget,Aimed,"Recover, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:050CEA,ConfUpFortifyHealth00,Fortify Health,PeakValueModifier,Health,Illusion,None,FireAndForget,Aimed,"Recover, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:050CEB,ConfUpFortifyStamina00,Fortify Stamina,PeakValueModifier,Stamina,Illusion,None,FireAndForget,Aimed,"Recover, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:050CF6,crAtronachFireDamageFFContact,Fire Damage,ValueModifier,Health,Destruction,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, NoArea, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:078C11,crAtronachFrostDamageFFContact,Frost Damage,DualValueModifier,Health,Destruction,ResistFrost,FireAndForget,Touch,"Hostile, Detrimental, FXPersist, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:1074FC,crAtronachStormDamageFFArea,Shock Damage Area,DualValueModifier,Health,Destruction,ResistShock,FireAndForget,Touch,"Hostile, Detrimental, FXPersist, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:050CF9,crAtronachStormDamageFFContact,Shock Damage,DualValueModifier,Health,Destruction,ResistShock,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:06F6FC,crChaurusBiteFFContact,Chaurus Poison,ValueModifier,Health,None,PoisonResist,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:06F6FD,crChaurusSpitFFAimed,Chaurus Spit,ValueModifier,Health,None,PoisonResist,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:044C57,crDraugrFrostCloakFFSelf,Draugr Frost Cloak,Cloak,None,None,ResistFrost,FireAndForget,Self,"Detrimental, NoArea, FXPersist, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:090354,crDwarvenSteamBreath,Steam breath,ValueModifier,Health,Destruction,ResistFire,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:109D7C,crFalmerFFContact,Falmer Poison,ValueModifier,Health,None,PoisonResist,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:10FDD1,crFireDamageConcAimed,Flames,ValueModifier,Health,Destruction,ResistFire,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:10FDD3,crFrostDamageConcAimed,Frostbite,DualValueModifier,Health,Destruction,ResistFrost,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0A26F5,crIceWraithBiteFFContact,Ice Wraith Bite,DualValueModifier,Health,None,ResistFrost,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:10FDD2,crShockDamageConcAimed,Sparks,DualValueModifier,Health,Destruction,ResistShock,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:053473,crSpiderBiteFFContact,Spider Bite,DualValueModifier,Health,None,PoisonResist,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:046005,crSpiderSpitFFAimed,Spider Spit,DualValueModifier,Health,None,PoisonResist,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0F23D3,crSprigganClawFFContact,Spriggan Claw,ValueModifier,Health,None,PoisonResist,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:104D45,crStaggerAttackAreaEffectGiantSlam,Stagger Area Attack,Stagger,None,Destruction,None,FireAndForget,Touch,"Hostile, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:104D44,crStaggerAttackAreaEffectGiantStomp,Stagger Area Attack,Stagger,None,Destruction,None,FireAndForget,Touch,"Hostile, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:08BB2A,crSummonThrallFortifyHealRate,Fortified Healing,PeakValueModifier,HealRate,Conjuration,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, NoArea, PowerAffectsMagnitude, Painless, NoDeathDispel",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:101063,crSummonThrallFortifyHealRateNPC,Fortified Healing,PeakValueModifier,HealRate,Conjuration,None,FireAndForget,TargetActor,"Recover, DispelWithKeywords, NoArea, PowerAffectsMagnitude, Painless, NoDeathDispel",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:08D5C5,crVampireAbsorbHealthConcAimed,Drain Health,Absorb,Health,None,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:08D5C6,crVampireAbsorbMagickaConcAimed,Drain Magicka,Absorb,Magicka,Destruction,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:08D5C4,crVampireAbsorbStaminaConcAimed,Drain Stamina,Absorb,Stamina,Destruction,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:033975,crVampireInvisibillity,Vampiric Invisibility,Invisibility,Invisibility,Illusion,None,FireAndForget,Self,"Recover, NoMagnitude, NoArea, PowerAffectsDuration",curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:0FBFF5,CureDiseaseEffect,Cure Disease,CureDisease,None,None,None,FireAndForget,Self,"NoDuration, NoArea, FXPersist, PowerAffectsMagnitude",curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:0FCF03,CWAbRegenEffect,Combat Vigor,ValueModifier,CombatHealthRegenMultiply,None,None,ConstantEffect,Self,Recover,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:081181,DA02AbArmorShadow,Boethiah's Shadow,Cloak,None,None,ResistFire,ConstantEffect,Self,"NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:081182,DA02ArmorPoisonCloak,Boethiah's Embrace,Cloak,None,None,PoisonResist,ConstantEffect,Self,"NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F23CA,DA02MuffleConstantSelf,Ebony Mail Muffle,ValueModifier,MovementNoiseMult,Illusion,None,ConstantEffect,Self,"Recover, DispelWithKeywords, NoArea, FXPersist, PowerAffectsDuration, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F23C7,DA02PoisonDamageFFContact,Ebony Mail Poison Damage,ValueModifier,Health,None,PoisonResist,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:106E1D,DA04SeptimusDisappearEffect,Septimus Vanish,Script,None,None,None,FireAndForget,Self,"Detrimental, FXPersist, NoRecast, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0F8300,DA05HircinesRingCursedMagicEffect,Random Werewolf Transformations,Script,None,None,None,ConstantEffect,Self,0,curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:0F82FF,DA05HircinesRingMagicEffect,Additional Werewolf Transformation,Script,None,None,None,ConstantEffect,Self,0,curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:091AE5,DA07MehrunesRazorMagicEffect,Instant Kill,ValueModifier,Destruction,Destruction,None,FireAndForget,Touch,0,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0EA28E,DA08EbonyBladeAlert,Ebony Blade Alert,ValueModifier,Health,None,None,FireAndForget,Self,0,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0EA28D,DA08EbonyBladeMagicEffect,Friendly Fire,ValueModifier,Destruction,Destruction,None,FireAndForget,Touch,0,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10EBCA,DA08EbonyBladeMagicEffect2,Friendly Fire,ValueModifier,Destruction,Destruction,None,FireAndForget,Touch,0,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10EBCB,DA08EbonyBladeMagicEffect3,Friendly Fire,ValueModifier,Destruction,Destruction,None,FireAndForget,Touch,0,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10FAF1,DA08EnchAbsorbHealthFFContact,Ebony Blade Absorb Health,Absorb,Health,None,None,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0F23FC,DA08FactionSwap,Ebony Bladed Friendship,Script,None,None,None,FireAndForget,Touch,0,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0EA290,DA08InfluenceAggDownFFSelf,Self Pacify,Calm,Aggression,None,None,FireAndForget,Self,"Recover, DispelWithKeywords, FXPersist, PowerAffectsDuration, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0FEE39,DA09EncDawnbreakerFireDamageFFSelfAreaUndead,Bane of the Undead,ValueModifier,Health,Restoration,ResistFire,FireAndForget,Self,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0FEE35,DA09EncDawnbreakerStaggerAttackAreaEffectUndead80,Stagger Area Attack,Stagger,None,Destruction,None,FireAndForget,Self,"Hostile, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0FEE37,DA09EncDawnbreakerTurnUndeadFFMassSelfArea,Turn Greater Undead,TurnUndead,Confidence,Restoration,None,FireAndForget,Self,"Hostile, Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0FEE38,DA09EncDawnbreakeScriptEffect,Meridia's Retribution,Script,None,Destruction,None,FireAndForget,Touch,"PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0FEFBC,DA09EnchDawnbreakerEnchFireDamageFFContact,Fire Damage,ValueModifier,Health,Destruction,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, NoArea, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0D561A,DA09LightBeamEffect,Light Beam,DualValueModifier,Health,Destruction,ResistShock,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0DD026,DA10ReanimateEffect,Reanimate,Script,None,Conjuration,None,FireAndForget,Touch,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10F812,DA11AbFortifyHealRate,Regenerate Health,PeakValueModifier,HealRateMult,None,None,FireAndForget,Self,"Recover, NoArea, PowerAffectsMagnitude, Painless",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:10F814,DA11AbFortifyHealth,Fortify Health,PeakValueModifier,Health,None,None,FireAndForget,Self,"Recover, NoArea, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0EE5C4,DA11NamiraBlessingEffect,Fortify Stamina,PeakValueModifier,Stamina,Restoration,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, PowerAffectsMagnitude",vanilla blessing/effect palette,extracted
Skyrim.esm,Skyrim.esm:059326,DA13AfflictedSpray,Poison Spray,ValueModifier,Health,Alteration,PoisonResist,Concentration,Aimed,"Hostile, Detrimental, GoryVisuals, NoRecast, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:07DCDB,DA13SpellbreakerwardEffect,Ward - Deflection,ValueModifier,WardPower,Restoration,None,ConstantEffect,Self,1073745922,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10E38E,DA14SummonDremora,Summon Dremora,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09B246,DA15WabbajackFF,Wabbajack,ValueModifier,Health,Destruction,ResistMagic,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0BA1EA,DA16FakeShockDamageFFAimed,Fake Lightning Bolt,DualValueModifier,Health,Destruction,ResistShock,FireAndForget,Aimed,"NoDuration, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0C3EBF,DA16PortalSummon,Destroy Skull of Corruption,Script,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0A0D94,DA16Skull01Dreamsteal,Dreamsteal,Script,None,None,None,FireAndForget,Aimed,"Recover, NoHitEvent, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F6507,DA16Skull01GateSpellBase,Dreamsteal,Script,None,None,None,FireAndForget,Aimed,"NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0A0D96,DA16Skull03WakingMinor,Psychic Agony,ValueModifier,Health,None,None,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0A0D97,DA16Skull04WakingMajor,Waking Nightmare,ValueModifier,Health,None,None,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:10C1BC,DA16SkullofCorruptionDestructionBodyFXHolder,SummonMassBodyArtHolder,Script,None,None,None,ConstantEffect,Self,"NoDuration, FXPersist, HideInUI",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0A05C8,DA16TorporMagicEffect,Torpor Effect,ValueModifier,Health,Restoration,None,FireAndForget,Self,"NoDuration, NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:06D22D,DaedraPushFFActor,Banish/Command Daedra Push,Stagger,None,Restoration,None,FireAndForget,TargetActor,0,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F4995,DamageHealthConcSelf,Damage Health,ValueModifier,Health,Destruction,None,Concentration,Self,"Hostile, Detrimental, FXPersist, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0FBFEC,DB10TrapFireEffectLIGHT,Lingering Fire Damage,ValueModifier,Health,None,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, DispelWithKeywords, NoArea, NoRecast",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0FBFEA,DB10TrapFireTriggerBoxHEAVY,Heavy Fire Damage,ValueModifier,Health,None,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, DispelWithKeywords, NoArea, NoRecast, Painless, NoHitEffect",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0FF15C,DBEnchBackstab,Backstab,Script,None,None,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0A0367,DBSpectralAssassinEffect,Spectral Assassin,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0CEDFF,DetectLifeEnemyExteriorConcSelf,Detect Life Enemy Exterior,DetectLife,None,Alteration,None,Concentration,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:1019D8,DetectLifeEnemyExteriorSelfFF,Detect Life Enemy Exterior,DetectLife,None,Alteration,None,FireAndForget,Self,"Recover, NoHitEvent, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0CEE00,DetectLifeEnemyInteriorConcSelf,Detect Life Enemy Interior,DetectLife,None,Alteration,None,Concentration,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:1019D9,DetectLifeEnemyInteriorSelfFF,Detect Life Enemy Interior,DetectLife,None,Alteration,None,FireAndForget,Self,"Recover, NoHitEvent, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0B79E7,DetectLifeFriendExteriorConcSelf,Detect Life Friend Exterior,DetectLife,None,Alteration,None,Concentration,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:1019DA,DetectLifeFriendExteriorSelfFF,Detect Life Friend Exterior,DetectLife,None,Alteration,None,FireAndForget,Self,"Recover, NoHitEvent, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:01EA74,DetectLifeFriendInteriorConcSelf,Detect Life Friend Interior,DetectLife,None,Alteration,None,Concentration,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:1019DB,DetectLifeFriendInteriorSelfFF,Detect Life Friend Interior,DetectLife,None,Alteration,None,FireAndForget,Self,"Recover, NoHitEvent, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0CE215,DetectLifeWerewolfVision,Detect Life,ValueModifier,DetectLifeRange,Alteration,None,FireAndForget,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:0B79E8,DetectUndeadEnemyExteriorConcSelf,Detect Undead Enemy Exterior,DetectLife,None,Alteration,None,Concentration,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:01EA75,DetectUndeadEnemyInteriorConcSelf,Detect Undead Enemy Interior,DetectLife,None,Alteration,None,Concentration,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E8269,DetectUndeadFriendExteriorConcSelf,Detect Undead Friend Exterior,DetectLife,None,Alteration,None,Concentration,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E826A,DetectUndeadFriendInteriorConcSelf,Detect Undead Friend Interior,DetectLife,None,Alteration,None,Concentration,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0B8778,DisDamageHealthVampire,Reduced Health,PeakValueModifier,Health,Restoration,None,ConstantEffect,Touch,"Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:072878,DisDamageHealthWerewolf,Reduced Health,PeakValueModifier,Health,Restoration,None,ConstantEffect,Touch,"Hostile, Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:0B8777,DisDamageMagicka,Damage Magicka,PeakValueModifier,Magicka,Restoration,None,ConstantEffect,Touch,"Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0B877B,DisDamageMagickaRegen,Reduced Magicka Regen,PeakValueModifier,MagickaRate,Restoration,None,ConstantEffect,Touch,"Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0B877A,DisDamageOnehandedTwohanded,Reduced Weapon skills,DualValueModifier,OneHandedModifier,Restoration,None,ConstantEffect,Touch,"Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0B8775,DisDamagePickpocketLockpick,Reduced Lockpick & Pickpocket,DualValueModifier,LockpickingModifier,Restoration,None,ConstantEffect,Touch,"Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0B8776,DisDamageStamina,Reduced Stamina,PeakValueModifier,Stamina,Restoration,None,ConstantEffect,Touch,"Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0B8779,DisDamageStaminaRegen,Reduced Stamina Regen,PeakValueModifier,StaminaRate,Restoration,None,ConstantEffect,Touch,"Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0E5F50,doomAtronachEffect,The Atronach Stone,PeakValueModifier,AbsorbChance,None,None,ConstantEffect,Self,"Recover, PowerAffectsMagnitude",magic effect palette,extracted
