plugin,formid,editor_id,name,spell_type,cast_type,target_type,effects,modding_use,validation
Dragonborn.esm,Dragonborn.esm:027322,DLC2dunKolbjornArmorAbility,,Ability,ConstantEffect,Self,DLC2dunKolbjornArmorEffect (Dragonborn.esm:027323)|mag=0|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01BFEC,dlc2MerchBowOfTheStagBlessing,,Ability,ConstantEffect,Self,dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=5|area=0|dur=0; dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=10|area=0|dur=0; dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=15|area=0|dur=0; dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=20|area=0|dur=0; dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Dragonborn.esm,Dragonborn.esm:034813,DLC2MiraakFakeShoutSpell,,Voice,FireAndForget,Aimed,DLC2MiraakFakeShoutEffect (Dragonborn.esm:034812)|mag=1|area=0|dur=5,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:039D27,dlc2MKMiraakMaskShoutSpell,,Voice,FireAndForget,Aimed,dlc2MKMiraakMaskShoutEffect (Dragonborn.esm:039D26)|mag=25|area=0|dur=5; UnspecifiedDamageFFAimed (Skyrim.esm:0EA075)|mag=20|area=0|dur=0; VoiceUnrelentingForceEffect02 (Skyrim.esm:07F82E)|mag=1.5|area=0|dur=0; DLC2VoiceDisintegrateFFAimed (Dragonborn.esm:01FF2B)|mag=10|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03B548,DLC2MKMorasCloakdmgSpell,,Spell,Concentration,Aimed,DLC2MKMorasCloakdmgEffect (Dragonborn.esm:03B549)|mag=1|area=0|dur=10,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03B546,dlc2MKMorasCloakSpell,,Ability,ConstantEffect,Self,DLC2MKMorasCloakEffect (Dragonborn.esm:03B547)|mag=15|area=0|dur=30,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:031842,DLC2MorasAgony,,Power,FireAndForget,TargetLocation,DLC2MorasAgonyEffect (Dragonborn.esm:031841)|mag=0|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03183D,DLC2MorasAgonyHazardSpell,,Spell,FireAndForget,Touch,DLC2PoisonFFContact (Dragonborn.esm:03183C)|mag=25|area=0|dur=3; StaggerAttackFFContact (Skyrim.esm:07809B)|mag=1.75|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:031844,DLC2MorasGrasp,,Power,FireAndForget,Aimed,DLC2BetweenFFAimed (Dragonborn.esm:031843)|mag=100|area=15|dur=30,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03D582,DLC2SacredStoneSpell,,Spell,FireAndForget,Self,RestoreHealthFFSelf (Skyrim.esm:01CEA6)|mag=1000|area=0|dur=0; RestoreMagickaFFSelf (Skyrim.esm:0F4996)|mag=1000|area=0|dur=0; RestoreStaminaFFSelf (Skyrim.esm:02F3BA)|mag=1000|area=0|dur=0,standing-stone pattern,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01F994,dlc2SpectralDragonShout,,Voice,FireAndForget,Aimed,dlc2SpectralDragonShoutEffect (Dragonborn.esm:01F995)|mag=1.5|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DFA4,DLC2StandingStoneBeastSpell,,Power,FireAndForget,TargetLocation,DLC2StandingStoneBeastEffect (Dragonborn.esm:01DFA2)|mag=0|area=0|dur=60,standing-stone pattern,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DF9F,DLC2StandingStoneEarthSpell,,Power,FireAndForget,Self,DLC2StandingStonesEarthEffect (Dragonborn.esm:01DFA0)|mag=0|area=0|dur=30; DLC2StandingStoneRemoveEarth (Dragonborn.esm:01DFA3)|mag=0|area=0|dur=0,standing-stone pattern,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DF9C,DLC2StandingStoneSunSpell,,Power,FireAndForget,Self,DLC2FireDamageFFSelfArea100 (Dragonborn.esm:03D5D9)|mag=100|area=100|dur=0; FireDamageFFSelfArea65 (Skyrim.esm:082A33)|mag=75|area=65|dur=0; FireDamageFFSelfArea25 (Skyrim.esm:082A32)|mag=50|area=25|dur=0; DLC2StandingStoneRemoveFire (Dragonborn.esm:01DF9D)|mag=0|area=0|dur=0,standing-stone pattern,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DFAB,DLC2StandingStoneTreeSpell,,Power,FireAndForget,Self,DLC2StandingStoneTreeEffect (Dragonborn.esm:01DFAA)|mag=0|area=0|dur=60; DLC2StandingStoneRemoveTree (Dragonborn.esm:01DFAC)|mag=0|area=0|dur=0,standing-stone pattern,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DFA7,DLC2StandingStoneWaterSpell,,Power,FireAndForget,Self,DLC2RestoreHealthFFSelfArea (Dragonborn.esm:03D5DA)|mag=200|area=15|dur=0; DLC2StandingStoneRemoveWater (Dragonborn.esm:01DFA8)|mag=0|area=0|dur=0; RestoreHealthFFSelfBlank (Skyrim.esm:0DD642)|mag=200|area=0|dur=0,standing-stone pattern,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DFA5,DLC2StandingStoneWindSpell,,Power,FireAndForget,Self,FrostDamageHazardArea40 (Skyrim.esm:0B79FE)|mag=20|area=0|dur=10; DLC2StandingStoneRemoveWind (Dragonborn.esm:01DFA6)|mag=0|area=0|dur=0,standing-stone pattern,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0200C6,DLC2VoiceBattleFury01,,Voice,FireAndForget,Self,DLC2VoiceBattleFuryFFSelfArea03 (Dragonborn.esm:03CECD)|mag=1.3|area=25|dur=60,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02AD0A,DLC2VoiceBattleFury02,,Voice,FireAndForget,Self,DLC2VoiceBattleFuryFFSelfArea03 (Dragonborn.esm:03CECD)|mag=1.5|area=25|dur=120,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02AD0B,DLC2VoiceBattleFury03,,Voice,FireAndForget,Self,DLC2VoiceBattleFuryFFSelfArea03 (Dragonborn.esm:03CECD)|mag=1.7|area=25|dur=180,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0179DC,DLC2VoiceBendWill1,,Voice,FireAndForget,Aimed,DLC2VoiceBendWillEffect01 (Dragonborn.esm:01F138)|mag=0.75|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FF1E,DLC2VoiceBendWill2,,Voice,FireAndForget,Aimed,DLC2VoiceBendWillEffect01 (Dragonborn.esm:01F138)|mag=0.75|area=0|dur=0; DLC2VoiceBendWillEffect02 (Dragonborn.esm:01FF1F)|mag=99|area=0|dur=30,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0179E1,DLC2VoiceBendWill3,,Voice,FireAndForget,Aimed,DLC2VoiceBendToWill3EffectScript (Dragonborn.esm:0179E0)|mag=0|area=0|dur=2; DLC2VoiceBendWillEffect02 (Dragonborn.esm:01FF1F)|mag=99|area=0|dur=30; DLC2VoiceBendWillEffect01 (Dragonborn.esm:01F138)|mag=0.75|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0200BC,DLC2VoiceCyclone01,,Voice,FireAndForget,Aimed,DLC2VoiceCyclone01FFAimedArea (Dragonborn.esm:0200BD)|mag=50|area=15|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0200BE,DLC2VoiceCyclone02,,Voice,FireAndForget,Aimed,DLC2VoiceCyclone02FFAimedArea (Dragonborn.esm:028EBB)|mag=75|area=20|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0200C1,DLC2VoiceCyclone03,,Voice,FireAndForget,Aimed,DLC2VoiceCyclone03FFAimedArea (Dragonborn.esm:0200BF)|mag=100|area=25|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03612F,DLC2VoiceDragonFire06,,Voice,Concentration,Aimed,VoiceDragonFireBreathEffect1 (Skyrim.esm:0252C1)|mag=125|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:036130,DLC2VoiceDragonFireBall06,,Voice,FireAndForget,Aimed,VoiceDragonFireballEffect1 (Skyrim.esm:0F80FC)|mag=225|area=15|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03612A,DLC2VoiceDragonFrost06,,Voice,Concentration,Aimed,VoiceDragonFrostBreathEffect1 (Skyrim.esm:0549B4)|mag=125|area=0|dur=1; FrostSlowConcAimed (Skyrim.esm:0B729D)|mag=50|area=0|dur=5,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03612D,DLC2VoiceDragonFrostBall06,,Voice,FireAndForget,Aimed,VoiceDragonFrostIceStormEffect (Skyrim.esm:0DD605)|mag=225|area=15|dur=1,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03CF31,DLC2VoiceElementalFury1,,Spell,FireAndForget,Self,DLC2VoiceBattleFuryFFSelf (Dragonborn.esm:03CECE)|mag=1.3|area=0|dur=15,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03CF30,DLC2VoiceElementalFury2,,Spell,FireAndForget,Self,DLC2VoiceBattleFuryFFSelf (Dragonborn.esm:03CECE)|mag=1.5|area=0|dur=15,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03CECF,DLC2VoiceElementalFury3,,Spell,FireAndForget,Self,DLC2VoiceBattleFuryFFSelf (Dragonborn.esm:03CECE)|mag=1.7|area=0|dur=15,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03D2AD,DLC2VoiceMiraakCyclone03,,Voice,FireAndForget,Aimed,DLC2VoiceMiraakCyclone03FFAimedArea (Dragonborn.esm:03D2AC)|mag=60|area=25|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:10E38C,MGRSummonDremoraCOPY0000,,Spell,FireAndForget,TargetLocation,MGRSummonDremoraEffect (Skyrim.esm:099F35)|mag=0|area=0|dur=999; MGRSummonDremoraEffect (Skyrim.esm:099F35)|mag=0|area=0|dur=999,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:03F9EB,VoiceFireBreath1,,Voice,FireAndForget,Aimed,VoiceFireBreathEffect1 (Skyrim.esm:020E16)|mag=50|area=0|dur=1; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.05|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:03F9EC,VoiceFireBreath2,,Voice,FireAndForget,Aimed,VoiceFireBreathEffect2 (Skyrim.esm:0562EA)|mag=70|area=0|dur=1; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.5|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:03F9ED,VoiceFireBreath3,,Voice,FireAndForget,Aimed,VoiceFireBreathEffect3 (Skyrim.esm:0562EB)|mag=90|area=0|dur=1; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=1|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:05D172,VoiceFrostBreath1,,Voice,FireAndForget,Aimed,VoiceFrostBreathEffect1 (Skyrim.esm:05D16F)|mag=10|area=0|dur=5; FrostSlowFFAimed (Skyrim.esm:0B729F)|mag=50|area=0|dur=5; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.05|area=0|dur=0; DLC2VoiceIceFormEffect (Dragonborn.esm:020E96)|mag=0|area=0|dur=15,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:05D173,VoiceFrostBreath2,,Voice,FireAndForget,Aimed,VoiceFrostBreathEffect2 (Skyrim.esm:05D170)|mag=14|area=0|dur=5; FrostSlowFFAimed (Skyrim.esm:0B729F)|mag=50|area=0|dur=5; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.5|area=0|dur=0; DLC2VoiceIceFormEffect (Dragonborn.esm:020E96)|mag=0|area=0|dur=15,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:05D174,VoiceFrostBreath3,,Voice,FireAndForget,Aimed,VoiceFrostBreathEffect3 (Skyrim.esm:05D171)|mag=18|area=0|dur=5; FrostSlowFFAimed (Skyrim.esm:0B729F)|mag=50|area=0|dur=5; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=1|area=0|dur=0; DLC2VoiceIceFormEffect (Dragonborn.esm:020E96)|mag=0|area=0|dur=15,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:013E09,VoiceUnrelentingForce1,,Voice,FireAndForget,Aimed,VoiceUnrelentingForceEffect01 (Skyrim.esm:013E08)|mag=0.75|area=0|dur=0; UnspecifiedDamageFFAimed (Skyrim.esm:0EA075)|mag=2|area=0|dur=0; UnspecifiedDamageFFAimed (Skyrim.esm:0EA075)|mag=8|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:013F39,VoiceUnrelentingForce2,,Voice,FireAndForget,Aimed,VoiceUnrelentingForceEffect02 (Skyrim.esm:07F82E)|mag=1.25|area=0|dur=0; UnspecifiedDamageFFAimed (Skyrim.esm:0EA075)|mag=5|area=0|dur=0; UnspecifiedDamageFFAimed (Skyrim.esm:0EA075)|mag=20|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Skyrim.esm:013F3A,VoiceUnrelentingForce3,,Voice,FireAndForget,Aimed,VoiceUnrelentingForceEffect03 (Skyrim.esm:07F82F)|mag=1.5|area=0|dur=0; UnspecifiedDamageFFAimed (Skyrim.esm:0EA075)|mag=10|area=0|dur=0; VoiceUnrelentingForceEffect02 (Skyrim.esm:07F82E)|mag=1.5|area=0|dur=0; DLC2VoiceDisintegrateFFAimed (Dragonborn.esm:01FF2B)|mag=40|area=0|dur=1,spell signal/effect candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C35,BYOHVampireSleepRested,,Ability,ConstantEffect,Self,BYOHVampireSleepRestedEffect (HearthFires.esm:000C34)|mag=0|area=0|dur=0; AbResistMagic (Skyrim.esm:053124)|mag=10|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:02E1C3,AbVampire01,Resist Frost,Ability,ConstantEffect,Self,AbResistFrost (Skyrim.esm:024315)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F1EB,AbVampire01b,Weakness to Fire,Ability,ConstantEffect,Self,AbWeaknessFireConstant (Skyrim.esm:02431E)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED099,AbVampire02,Resist Frost,Ability,ConstantEffect,Self,AbResistFrost (Skyrim.esm:024315)|mag=50|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F1EA,AbVampire02b,Weakness to Fire,Ability,ConstantEffect,Self,AbWeaknessFireConstant (Skyrim.esm:02431E)|mag=50|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED09D,AbVampire03,Resist Frost,Ability,ConstantEffect,Self,AbResistFrost (Skyrim.esm:024315)|mag=75|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F1E9,AbVampire03b,Weakness to Fire,Ability,ConstantEffect,Self,AbWeaknessFireConstant (Skyrim.esm:02431E)|mag=75|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED09E,AbVampire04,Resist Frost,Ability,ConstantEffect,Self,AbResistFrost (Skyrim.esm:024315)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F1E8,AbVampire04b,Weakness to Fire,Ability,ConstantEffect,Self,AbWeaknessFireConstant (Skyrim.esm:02431E)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0F5B54,AbVampireSkills,Champion of the Night,Ability,ConstantEffect,Self,VampireAbSkills (Skyrim.esm:0F5B55)|mag=0|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F1E7,AbVampireSkills02,Nightstalker's Footsteps,Ability,ConstantEffect,Self,VampireAbSkills02 (Skyrim.esm:10F1E6)|mag=0|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0A1A3E,AbWerewolf,Werewolf Abilities,Ability,ConstantEffect,Self,AbResistDisease (Skyrim.esm:0E40D3)|mag=100|area=0|dur=0; AbFortifyStamina (Skyrim.esm:091F77)|mag=100|area=0|dur=0; AbFortifyHealth (Skyrim.esm:0A1A3F)|mag=50|area=0|dur=0; AbDamageHealRate (Skyrim.esm:0C1E8C)|mag=100|area=0|dur=0; AbFortifyCarryWeight (Skyrim.esm:10CED9)|mag=2000|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0FB988,AltarAkatoshSpell,Blessing of Akatosh,Spell,FireAndForget,Self,FortifyMagickaRateFFSelf (Skyrim.esm:0FB989)|mag=10|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0FB994,AltarArkaySpell,Blessing of Arkay,Spell,FireAndForget,Self,FortifyHealthFFSelf (Skyrim.esm:0FB98D)|mag=25|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0FB995,AltarDibellaSpell,Blessing of Dibella,Spell,FireAndForget,Self,FortifyPersuasionFFSelf (Skyrim.esm:0FB98A)|mag=10|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0FB996,AltarJulianosSpell,Blessing of Julianos,Spell,FireAndForget,Self,FortifyMagickaFFSelf (Skyrim.esm:0FB98E)|mag=25|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0FB997,AltarKynarethSpell,Blessing of Kynareth,Spell,FireAndForget,Self,FortifyStaminaFFSelf (Skyrim.esm:0FB98F)|mag=25|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0FB998,AltarMaraSpell,Blessing of Mara,Spell,FireAndForget,Self,FortifyRestorationFFSelf (Skyrim.esm:0FB990)|mag=10|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:10E8AE,AltarNocturnalSpell,Blessing of Nocturnal,Spell,FireAndForget,Self,FortifySneakFFSelf (Skyrim.esm:10E8AF)|mag=10|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0FB999,AltarStendarrSpell,Blessing of Stendarr,Spell,FireAndForget,Self,FortifyBlockFFSelf (Skyrim.esm:0FB991)|mag=10|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0FB99A,AltarTalosSpell,Blessing of Talos,Spell,FireAndForget,Self,FortifyShoutTimerFFSelf (Skyrim.esm:0FB992)|mag=0.2|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=1|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0FB99B,AltarZenitharSpell,Blessing of Zenithar,Spell,FireAndForget,Self,FortifySpeechcraftFFSelf (Skyrim.esm:0FB993)|mag=10|area=0|dur=28800; CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:06D22C,BanishDaedra,Banish Daedra,Spell,FireAndForget,TargetActor,BanishFFActor50 (Skyrim.esm:06D22B)|mag=15|area=0|dur=0; DaedraPushFFActor (Skyrim.esm:06D22D)|mag=100|area=0|dur=0; BanishDmgHealthFFTargetActor (Skyrim.esm:0173DC)|mag=20|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0F95EA,BanishDaedraLeftHand,Banish Daedra,Spell,FireAndForget,TargetActor,BanishFFActor50 (Skyrim.esm:06D22B)|mag=15|area=0|dur=0; DaedraPushFFActor (Skyrim.esm:06D22D)|mag=100|area=0|dur=0; BanishDmgHealthFFTargetActor (Skyrim.esm:0173DC)|mag=20|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0E76DF,BladesBlessingAbility,Dragonslayer's Blessing,Ability,ConstantEffect,Self,BladesAbBlessing (Skyrim.esm:0E76E0)|mag=0|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:06F953,CommandDaedra,Command Daedra,Spell,FireAndForget,TargetActor,CommandFFActor (Skyrim.esm:06F954)|mag=20|area=0|dur=0; DaedraPushFFActor (Skyrim.esm:06D22D)|mag=100|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0F95EE,CommandDaedraLeftHand,Command Daedra,Spell,FireAndForget,TargetActor,CommandFFActor (Skyrim.esm:06F954)|mag=20|area=0|dur=0; DaedraPushFFActor (Skyrim.esm:06D22D)|mag=100|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10DDEC,ConjureDremoraLord,Conjure Dremora Lord,Spell,FireAndForget,TargetLocation,SummonDremoraLord (Skyrim.esm:10DDED)|mag=0|area=0|dur=60,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0F5B5C,crAbVampire,Vampire Resistances,Ability,ConstantEffect,Self,AbResistFrost (Skyrim.esm:024315)|mag=50|area=0|dur=0; AbWeaknessFireConstant (Skyrim.esm:02431E)|mag=50|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:107AA1,CrVampireDrain00,Drain Life,Spell,Concentration,Aimed,crVampireAbsorbHealthConcAimed (Skyrim.esm:08D5C5)|mag=3|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0F5B58,CrVampireDrain01,Drain Life,Spell,Concentration,Aimed,crVampireAbsorbHealthConcAimed (Skyrim.esm:08D5C5)|mag=5|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0F5B59,crVampireDrain02,Drain Life,Spell,Concentration,Aimed,crVampireAbsorbHealthConcAimed (Skyrim.esm:08D5C5)|mag=8|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0F5B5A,crVampireDrain03,Drain Life,Spell,Concentration,Aimed,crVampireAbsorbHealthConcAimed (Skyrim.esm:08D5C5)|mag=10|area=0|dur=1; crVampireAbsorbStaminaConcAimed (Skyrim.esm:08D5C4)|mag=10|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0F5B5B,crVampireDrain04,Drain Life,Spell,Concentration,Aimed,crVampireAbsorbHealthConcAimed (Skyrim.esm:08D5C5)|mag=12|area=0|dur=1; crVampireAbsorbStaminaConcAimed (Skyrim.esm:08D5C4)|mag=12|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:08D5C3,crVampireDrain05,Drain Life,Spell,Concentration,Aimed,crVampireAbsorbHealthConcAimed (Skyrim.esm:08D5C5)|mag=15|area=0|dur=1; crVampireAbsorbMagickaConcAimed (Skyrim.esm:08D5C6)|mag=15|area=0|dur=1; crVampireAbsorbStaminaConcAimed (Skyrim.esm:08D5C4)|mag=15|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:08D5C7,crVampireDrain06,Drain Life,Spell,Concentration,Aimed,crVampireAbsorbHealthConcAimed (Skyrim.esm:08D5C5)|mag=20|area=0|dur=1; crVampireAbsorbMagickaConcAimed (Skyrim.esm:08D5C6)|mag=20|area=0|dur=1; crVampireAbsorbStaminaConcAimed (Skyrim.esm:08D5C4)|mag=20|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0F5B5D,crVampireSunDamage,Weakness to Sunlight,Ability,ConstantEffect,Self,AbDamageStaminaRate (Skyrim.esm:0C1E8D)|mag=100|area=0|dur=0; AbDamageHealRate (Skyrim.esm:0C1E8C)|mag=100|area=0|dur=0; AbDamageMagickaRate (Skyrim.esm:0A1A45)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0EA077,crVampireUnarmedDamage02,Vampire Touch,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=5|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0EA078,crVampireUnarmedDamage03,Vampire Touch,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=7|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0EA079,crVampireUnarmedDamage04,Vampire Touch,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=10|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0EA07A,crVampireUnarmedDamage05,Vampire Touch,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=15|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0EA07B,crVampireUnarmedDamage06,Vampire Touch,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=20|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0A1A46,crWerewolfUnarmedDamage02,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=5|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0A1A4D,crWerewolfUnarmedDamage03,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=10|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0A1A4E,crWerewolfUnarmedDamage04,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=15|area=0|dur=0,curse/disease state source,candidate-extracted
