keyword,record_count,examples,validation
GiftBlacksmithSpecial (Skyrim.esm:0A0E5F),1,BOOK:Book3ValuableForgeHammerAndAnvil (Skyrim.esm),extracted-from-current-detail-pass
GiftChildSpecial (Skyrim.esm:0A248C),8,ALCH:FoodBread01B (Skyrim.esm); ALCH:FoodBread01A (Skyrim.esm); ALCH:FoodCarrot (Skyrim.esm); ALCH:FoodSweetroll (Skyrim.esm); ALCH:FoodBoiledCremeTreat (Skyrim.esm); ALCH:FoodApple02 (Skyrim.esm); ALCH:FoodApple (Skyrim.esm); ALCH:BYOHFoodPotatoBread01A (HearthFires.esm),extracted-from-current-detail-pass
GiftFlower (Skyrim.esm:0A0E54),5,INGR:MountainFlower01Purple (Skyrim.esm); INGR:MountainFlower01Red (Skyrim.esm); INGR:MountainFlower01Blue (Skyrim.esm); INGR:Snowberry (Skyrim.esm); INGR:DLC1MountainFlower01Yellow (Dawnguard.esm),extracted-from-current-detail-pass
ImmuneParalysis (Skyrim.esm:0F23C5),99,NPC_:LvlBanditGhostWizardFemale (Skyrim.esm); NPC_:LvlBanditGhostMissileFemale (Skyrim.esm); NPC_:LvlBanditGhostMeleeTankFemale (Skyrim.esm); NPC_:LvlBanditGhostMeleeBerserkerFemale (Skyrim.esm); NPC_:LvlBanditGhostMelee2HFemale (Skyrim.esm); NPC_:LvlBanditGhostMelee1HFemale (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostMissileAmbushHoldPos256 (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostWizardAmbush (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostMissileAmbush (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostMeleeTankAmbush (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostMeleeBerserkerAmbush (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostMelee1HAmbush (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostMeleeBerserker (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostWizard (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostMissile (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostMeleeTank (Skyrim.esm); NPC_:dunHalldirs_LvlBanditGhostMelee1H (Skyrim.esm); NPC_:LvlBanditGhostWizardMale (Skyrim.esm); NPC_:LvlBanditGhostMissileMale (Skyrim.esm); NPC_:LvlBanditGhostMeleeTankMale (Skyrim.esm); NPC_:LvlBanditGhostMeleeBerserkerMale (Skyrim.esm); NPC_:LvlBanditGhostMelee2HMale (Skyrim.esm); NPC_:LvlBanditGhostMelee1HMale (Skyrim.esm); NPC_:DLC01SoulCairnSoulNecromancerMale (Dawnguard.esm); NPC_:DLC01SoulCairnSoulNecromancerFemale (Dawnguard.esm); NPC_:DLC01SoulCairnSoulOrcMale (Dawnguard.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMelee1HFemale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMelee1HMale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMelee2HFemale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMelee2HMale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMeleeBerserkerFemale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMeleeBerserkerMale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMeleeTankMale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMeleeMissileFemale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMeleeMissileMale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostWizardFemale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostWizardMale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMeleeTankFemale (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMelee1HFemale_Weak (Dragonborn.esm); NPC_:DLC2dunHaknir_LvlBanditGhostMelee1HMale_Weak (Dragonborn.esm),extracted-from-current-detail-pass
IsBeastRace (Skyrim.esm:0D61D1),9,RACE:KhajiitRaceVampire (Skyrim.esm); RACE:ArgonianRaceVampire (Skyrim.esm); RACE:KhajiitRace (Skyrim.esm); RACE:ArgonianRace (Skyrim.esm); RACE:ArgonianRace (Update.esm); RACE:ArgonianRaceVampire (Update.esm); RACE:KhajiitRace (Update.esm); RACE:KhajiitRaceVampire (Update.esm); RACE:KhajiitRaceVampire (Dawnguard.esm),extracted-from-current-detail-pass
isNirnroot (Skyrim.esm:1010B1),2,INGR:NirnrootRed (Skyrim.esm); INGR:Nirnroot (Skyrim.esm),extracted-from-current-detail-pass
JewelryExpensive (Skyrim.esm:0A8664),6,ARMO:EnchNecklaceResistPoison02 (Skyrim.esm); ARMO:EnchNecklaceResistPoison01 (Skyrim.esm); ARMO:DLC2dunFrostmoonRingBloodlust (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingInstinct (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingMoon (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingHunt (Dragonborn.esm),extracted-from-current-detail-pass
LocSetCave (Skyrim.esm:0130EF),32,LCTN:BoulderfallCaveLocation (Skyrim.esm); LCTN:MarasEyePondLocation (Skyrim.esm); LCTN:StonyCreekCaveLocation (Skyrim.esm); LCTN:NightingaleHallLocation (Skyrim.esm); LCTN:ShrineofMehrunesDagonLocation (Skyrim.esm); LCTN:TolvaldsCaveLocation (Skyrim.esm); LCTN:StillbornCaveLocation (Skyrim.esm); LCTN:SnaplegCaveLocation (Skyrim.esm); LCTN:ShimmermistCaveLocation (Skyrim.esm); LCTN:ShadowgreenCavernLocation (Skyrim.esm); LCTN:ReachcliffCaveLocation (Skyrim.esm); LCTN:PinepeakCavernLocation (Skyrim.esm); LCTN:PinemoonCaveLocation (Skyrim.esm); LCTN:MossMotherCavernLocation (Skyrim.esm); LCTN:LostEchoCaveLocation (Skyrim.esm); LCTN:HobsFallCaveLocation (Skyrim.esm); LCTN:HillgrundsTombLocation (Skyrim.esm); LCTN:HalldirsCairnLocation (Skyrim.esm); LCTN:ForsakenCaveLocation (Skyrim.esm); LCTN:FallowstoneCaveLocation (Skyrim.esm); LCTN:DarkwaterCavernLocation (Skyrim.esm); LCTN:CrystaldriftCaveLocation (Skyrim.esm); LCTN:CronvangrHallLocation (Skyrim.esm); LCTN:BroodCavernLocation (Skyrim.esm); LCTN:BrokenFangCaveLocation (Skyrim.esm); LCTN:BleakcoastCaveLocation (Skyrim.esm); LCTN:ReachcliffCaveLocation (Dawnguard.esm); LCTN:ShimmermistCaveLocation (Dawnguard.esm); LCTN:DLC1HunterRadiantDungeonLocation (Dawnguard.esm); LCTN:DLC2ColdcinderCaveLocation (Dragonborn.esm); LCTN:DLC2DamphallMineLocation (Dragonborn.esm); LCTN:DLC2HrothmundsBarrowLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocSetCaveIce (Skyrim.esm:100819),6,LCTN:StillbornCaveLocation (Skyrim.esm); LCTN:HobsFallCaveLocation (Skyrim.esm); LCTN:ForsakenCaveLocation (Skyrim.esm); LCTN:BleakcoastCaveLocation (Skyrim.esm); LCTN:DLC2BristlebackCaveLocation (Dragonborn.esm); LCTN:DLC2GlacialCaveLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocSetDwarvenRuin (Skyrim.esm:0130F0),1,LCTN:DLC1HunterRadiantDungeonLocation (Dawnguard.esm),extracted-from-current-detail-pass
LocSetMilitaryCamp (Skyrim.esm:01926A),2,LCTN:MilitaryCampWinterholdSonsLocation (Skyrim.esm); LCTN:MilitaryCampWinterholdImperialLocation (Skyrim.esm),extracted-from-current-detail-pass
LocSetNordicRuin (Skyrim.esm:0130F2),21,LCTN:E3DemoBleakFallsBarrowLocation (Skyrim.esm); LCTN:IronbindBarrowLocation (Skyrim.esm); LCTN:ShroudHearthBarrowLocation (Skyrim.esm); LCTN:YngolBarrowLocation (Skyrim.esm); LCTN:WolfskullCaveLocation (Skyrim.esm); LCTN:SaarthalLocation (Skyrim.esm); LCTN:YsgramorsTombLocation (Skyrim.esm); LCTN:KilkreathRuinsLocation (Skyrim.esm); LCTN:HighGateRuinsLocation (Skyrim.esm); LCTN:GeirmundsHallLocation (Skyrim.esm); LCTN:BlindCliffCaveLocation (Skyrim.esm); LCTN:BleakFallsBarrowLocation (Skyrim.esm); LCTN:BleakFallsBarrowLocation (Dawnguard.esm); LCTN:DLC1MolderingRuinsLocation (Dawnguard.esm); LCTN:DLC2BloodskalBarrowBanditLocation (Dragonborn.esm); LCTN:DLC2WhiteRidgeBarrowLocation (Dragonborn.esm); LCTN:DLC2KolbjornBarrowLocation (Dragonborn.esm); LCTN:DLC2VahloksTombLocation (Dragonborn.esm); LCTN:DLC2TempleOfMiraakLocation (Dragonborn.esm); LCTN:DLC2GyldenhulBarrowLocation (Dragonborn.esm); LCTN:DLC2RavenRockMineLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeAnimalDen (Skyrim.esm:0130DE),10,LCTN:BronzeWaterCaveLocation (Skyrim.esm); LCTN:PinepeakCavernLocation (Skyrim.esm); LCTN:HoneystrandCaveLocation (Skyrim.esm); LCTN:FallowstoneCaveLocation (Skyrim.esm); LCTN:CrystaldriftCaveLocation (Skyrim.esm); LCTN:CronvangrHallLocation (Skyrim.esm); LCTN:BroodCavernLocation (Skyrim.esm); LCTN:BleakcoastCaveLocation (Skyrim.esm); LCTN:HoneystrandCaveLocation (Dawnguard.esm); LCTN:DLC2WhiteRidgeBarrowLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeBanditCamp (Skyrim.esm:0130DF),5,LCTN:StonyCreekCaveLocation (Skyrim.esm); LCTN:BilegulchMineLocation (Skyrim.esm); LCTN:CragslaneCavernLocation (Skyrim.esm); LCTN:DLC2BloodskalBarrowBanditLocation (Dragonborn.esm); LCTN:DLC2DamphallMineLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeCastle (Skyrim.esm:01CD57),2,LCTN:DawnstarTheWhiteHallLocation (Skyrim.esm); LCTN:MorthalHighmoonHallLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeCemetery (Skyrim.esm:01CD58),1,LCTN:MarkarthHalloftheDeadLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeCity (Skyrim.esm:013168),1,LCTN:DLC2RavenRockLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeClearable (Skyrim.esm:0F5E80),65,LCTN:StendarrsBeaconLocation (Skyrim.esm); LCTN:NorthwindMineLocation (Skyrim.esm); LCTN:BoulderfallCaveLocation (Skyrim.esm); LCTN:SkytempleRuinsLocation (Skyrim.esm); LCTN:MarasEyePondLocation (Skyrim.esm); LCTN:HalloftheVigilantLocation (Skyrim.esm); LCTN:WindwardRuinsLocation (Skyrim.esm); LCTN:StonyCreekCaveLocation (Skyrim.esm); LCTN:RoadsideRuinsLocation (Skyrim.esm); LCTN:IronbindBarrowLocation (Skyrim.esm); LCTN:ShroudHearthBarrowLocation (Skyrim.esm); LCTN:BronzeWaterCaveLocation (Skyrim.esm); LCTN:YngolBarrowLocation (Skyrim.esm); LCTN:WolfskullCaveLocation (Skyrim.esm); LCTN:TolvaldsCaveLocation (Skyrim.esm); LCTN:StillbornCaveLocation (Skyrim.esm); LCTN:SnaplegCaveLocation (Skyrim.esm); LCTN:ShimmermistCaveLocation (Skyrim.esm); LCTN:ShadowgreenCavernLocation (Skyrim.esm); LCTN:SaarthalLocation (Skyrim.esm); LCTN:ReachcliffCaveLocation (Skyrim.esm); LCTN:PinepeakCavernLocation (Skyrim.esm); LCTN:PinemoonCaveLocation (Skyrim.esm); LCTN:MossMotherCavernLocation (Skyrim.esm); LCTN:BilegulchMineLocation (Skyrim.esm); LCTN:LostEchoCaveLocation (Skyrim.esm); LCTN:YsgramorsTombLocation (Skyrim.esm); LCTN:HoneystrandCaveLocation (Skyrim.esm); LCTN:HobsFallCaveLocation (Skyrim.esm); LCTN:HillgrundsTombLocation (Skyrim.esm); LCTN:HighGateRuinsLocation (Skyrim.esm); LCTN:HalldirsCairnLocation (Skyrim.esm); LCTN:GeirmundsHallLocation (Skyrim.esm); LCTN:ForsakenCaveLocation (Skyrim.esm); LCTN:FallowstoneCaveLocation (Skyrim.esm); LCTN:DarkwaterCavernLocation (Skyrim.esm); LCTN:CrystaldriftCaveLocation (Skyrim.esm); LCTN:CronvangrHallLocation (Skyrim.esm); LCTN:CragslaneCavernLocation (Skyrim.esm); LCTN:BroodCavernLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeDragonPriestLair (Skyrim.esm:0130E1),2,LCTN:KilkreathRuinsLocation (Skyrim.esm); LCTN:HighGateRuinsLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeDraugrCrypt (Skyrim.esm:0130E2),18,LCTN:E3DemoBleakFallsBarrowLocation (Skyrim.esm); LCTN:IronbindBarrowLocation (Skyrim.esm); LCTN:ShroudHearthBarrowLocation (Skyrim.esm); LCTN:YngolBarrowLocation (Skyrim.esm); LCTN:SaarthalLocation (Skyrim.esm); LCTN:ReachcliffCaveLocation (Skyrim.esm); LCTN:YsgramorsTombLocation (Skyrim.esm); LCTN:HillgrundsTombLocation (Skyrim.esm); LCTN:HalldirsCairnLocation (Skyrim.esm); LCTN:GeirmundsHallLocation (Skyrim.esm); LCTN:ForsakenCaveLocation (Skyrim.esm); LCTN:BleakFallsBarrowLocation (Skyrim.esm); LCTN:BleakFallsBarrowLocation (Dawnguard.esm); LCTN:ReachcliffCaveLocation (Dawnguard.esm); LCTN:DLC2KolbjornBarrowLocation (Dragonborn.esm); LCTN:DLC2VahloksTombLocation (Dragonborn.esm); LCTN:DLC2TempleOfMiraakLocation (Dragonborn.esm); LCTN:DLC2RavenRockMineLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeDungeon (Skyrim.esm:0130DB),63,LCTN:NorthwindMineLocation (Skyrim.esm); LCTN:BoulderfallCaveLocation (Skyrim.esm); LCTN:MarasEyePondLocation (Skyrim.esm); LCTN:E3DemoBleakFallsBarrowLocation (Skyrim.esm); LCTN:StonyCreekCaveLocation (Skyrim.esm); LCTN:IronbindBarrowLocation (Skyrim.esm); LCTN:ShroudHearthBarrowLocation (Skyrim.esm); LCTN:BronzeWaterCaveLocation (Skyrim.esm); LCTN:YngolBarrowLocation (Skyrim.esm); LCTN:WolfskullCaveLocation (Skyrim.esm); LCTN:TolvaldsCaveLocation (Skyrim.esm); LCTN:NightcallerTempleLocation (Skyrim.esm); LCTN:StillbornCaveLocation (Skyrim.esm); LCTN:SnaplegCaveLocation (Skyrim.esm); LCTN:ShimmermistCaveLocation (Skyrim.esm); LCTN:ShadowgreenCavernLocation (Skyrim.esm); LCTN:SaarthalLocation (Skyrim.esm); LCTN:ReachcliffCaveLocation (Skyrim.esm); LCTN:PinepeakCavernLocation (Skyrim.esm); LCTN:PinemoonCaveLocation (Skyrim.esm); LCTN:MossMotherCavernLocation (Skyrim.esm); LCTN:MilitaryCampWinterholdSonsLocation (Skyrim.esm); LCTN:MilitaryCampWinterholdImperialLocation (Skyrim.esm); LCTN:BilegulchMineLocation (Skyrim.esm); LCTN:LostEchoCaveLocation (Skyrim.esm); LCTN:YsgramorsTombLocation (Skyrim.esm); LCTN:KilkreathRuinsLocation (Skyrim.esm); LCTN:HoneystrandCaveLocation (Skyrim.esm); LCTN:HobsFallCaveLocation (Skyrim.esm); LCTN:HillgrundsTombLocation (Skyrim.esm); LCTN:HighGateRuinsLocation (Skyrim.esm); LCTN:HalldirsCairnLocation (Skyrim.esm); LCTN:GeirmundsHallLocation (Skyrim.esm); LCTN:ForsakenCaveLocation (Skyrim.esm); LCTN:FallowstoneCaveLocation (Skyrim.esm); LCTN:DarkwaterCavernLocation (Skyrim.esm); LCTN:CrystaldriftCaveLocation (Skyrim.esm); LCTN:CronvangrHallLocation (Skyrim.esm); LCTN:CragslaneCavernLocation (Skyrim.esm); LCTN:BroodCavernLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeDwelling (Skyrim.esm:0130DC),77,LCTN:SnowShodFarmInteriorLocation (Skyrim.esm); LCTN:MerryfairFarmInteriorLocation (Skyrim.esm); LCTN:HlaaluFarmInteriorLocation (Skyrim.esm); LCTN:KatlasFarmInteriorLocation (Skyrim.esm); LCTN:HollyfrostFarmInteriorLocation (Skyrim.esm); LCTN:GloomboundMineMineLocation (Skyrim.esm); LCTN:BrandyMugFarmInteriorLocation (Skyrim.esm); LCTN:WinterholdCollegeArchMageQuartersLocation (Skyrim.esm); LCTN:WinterholdCollegeDormitory2Location (Skyrim.esm); LCTN:SarethiFarmInteriorLocation (Skyrim.esm); LCTN:WhistlingMineInteriorLocation (Skyrim.esm); LCTN:FrostRiverFarmInteriorLocation (Skyrim.esm); LCTN:WhiterunHonningbrewMeaderyDungeonLocation (Skyrim.esm); LCTN:LoreiusFarmhouseLocation (Skyrim.esm); LCTN:ChillfurrowFarmInteriorLocation (Skyrim.esm); LCTN:PelagiaFarmInteriorLocation (Skyrim.esm); LCTN:BattleBornFarmInteriorLocation (Skyrim.esm); LCTN:SoljundsMineMineLocation (Skyrim.esm); LCTN:SoljundsMineMinersHouseLocation (Skyrim.esm); LCTN:StonehillsMineLocation (Skyrim.esm); LCTN:WinterholdCollegeMiddenLocation (Skyrim.esm); LCTN:IvarsteadVilemyrInnLocation (Skyrim.esm); LCTN:IvarsteadFellstarFarmLocation (Skyrim.esm); LCTN:RiftenTempleofMaraLocation (Skyrim.esm); LCTN:RiftenHonorhallOrphanageLocation (Skyrim.esm); LCTN:DarkwaterCrossingGoldenRockMineLocation (Skyrim.esm); LCTN:KynesgroveSteamscorchGullyMineLocation (Skyrim.esm); LCTN:KynesgroveBraidwoodInnLocation (Skyrim.esm); LCTN:WindhelmTempleOfTalosLocation (Skyrim.esm); LCTN:WindhelmCandlehearthHallLocation (Skyrim.esm); LCTN:FalkreathDengeirsHallLocation (Skyrim.esm); LCTN:FalkreathCorpselightFarmLocation (Skyrim.esm); LCTN:SolitudeTempleoftheEightDivinesLocation (Skyrim.esm); LCTN:SolitudeHalloftheDeadLocation (Skyrim.esm); LCTN:DawnstarWindpeakInnLocation (Skyrim.esm); LCTN:DawnstarTheWhiteHallLocation (Skyrim.esm); LCTN:NightgateInnLocation (Skyrim.esm); LCTN:DragonBridgeFarmLocation (Skyrim.esm); LCTN:RoriksteadLemkilsFarmLocation (Skyrim.esm); LCTN:RoriksteadFrostfruitInnLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeFalmerHive (Skyrim.esm:0130E4),7,LCTN:TolvaldsCaveLocation (Skyrim.esm); LCTN:StillbornCaveLocation (Skyrim.esm); LCTN:ShimmermistCaveLocation (Skyrim.esm); LCTN:LostEchoCaveLocation (Skyrim.esm); LCTN:DarkwaterCavernLocation (Skyrim.esm); LCTN:ShimmermistCaveLocation (Dawnguard.esm); LCTN:DLC1HunterRadiantDungeonLocation (Dawnguard.esm),extracted-from-current-detail-pass
LocTypeFarm (Skyrim.esm:018EF0),17,LCTN:FalkreathCorpselightFarmLocation (Skyrim.esm); LCTN:DragonBridgeFarmLocation (Skyrim.esm); LCTN:RoriksteadLemkilsFarmLocation (Skyrim.esm); LCTN:RoriksteadCowflopFarmLocation (Skyrim.esm); LCTN:SnowShodFarmLocation (Skyrim.esm); LCTN:SarethiFarmLocation (Skyrim.esm); LCTN:SalviusFarmLocation (Skyrim.esm); LCTN:PelagiaFarmLocation (Skyrim.esm); LCTN:MerryfairFarmLocation (Skyrim.esm); LCTN:LoreiusFarmLocation (Skyrim.esm); LCTN:KatlasFarmLocation (Skyrim.esm); LCTN:HollyfrostFarmLocation (Skyrim.esm); LCTN:HlaaluFarmLocation (Skyrim.esm); LCTN:ChillfurrowFarmLocation (Skyrim.esm); LCTN:BrandyMugFarmLocation (Skyrim.esm); LCTN:BattleBornFarmLocation (Skyrim.esm); LCTN:KatlasFarmLocation (HearthFires.esm),extracted-from-current-detail-pass
LocTypeGuild (Skyrim.esm:01CD5A),8,LCTN:WinterholdCollegeArchMageQuartersLocation (Skyrim.esm); LCTN:WinterholdCollegeDormitory2Location (Skyrim.esm); LCTN:WinterholdCollegeLocation (Skyrim.esm); LCTN:WinterholdCollegeMiddenLocation (Skyrim.esm); LCTN:WinterholdCollegeHallofElementsLocation (Skyrim.esm); LCTN:WinterholdCollegeArcanaeumLocation (Skyrim.esm); LCTN:WinterholdCollegeDormitoryLocation (Skyrim.esm); LCTN:WinterholdCollegeLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeHabitation (Skyrim.esm:039793),27,LCTN:WinterholdCollegeLocation (Skyrim.esm); LCTN:WhistlingMineLocation (Skyrim.esm); LCTN:SnowShodFarmLocation (Skyrim.esm); LCTN:SarethiFarmLocation (Skyrim.esm); LCTN:SalviusFarmLocation (Skyrim.esm); LCTN:PelagiaFarmLocation (Skyrim.esm); LCTN:MerryfairFarmLocation (Skyrim.esm); LCTN:LoreiusFarmLocation (Skyrim.esm); LCTN:LeftHandMineLocation (Skyrim.esm); LCTN:KolskeggrMineLocation (Skyrim.esm); LCTN:KatlasFarmLocation (Skyrim.esm); LCTN:HollyfrostFarmLocation (Skyrim.esm); LCTN:HlaaluFarmLocation (Skyrim.esm); LCTN:GloomboundMineLocation (Skyrim.esm); LCTN:ChillfurrowFarmLocation (Skyrim.esm); LCTN:BrandyMugFarmLocation (Skyrim.esm); LCTN:BattleBornFarmLocation (Skyrim.esm); LCTN:MorthalLocation (Skyrim.esm); LCTN:WinterholdLocation (Skyrim.esm); LCTN:NightgateInnExteriorLocation (Skyrim.esm); LCTN:WinterholdLocation (Dawnguard.esm); LCTN:MorthalLocation (Dawnguard.esm); LCTN:KatlasFarmLocation (HearthFires.esm); LCTN:MorthalLocation (HearthFires.esm); LCTN:WinterholdCollegeLocation (Dragonborn.esm); LCTN:DLC2ThirskMeadHallLocation (Dragonborn.esm); LCTN:DLC2RavenRockLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeHabitationHasInn (Skyrim.esm:0A6E84),7,LCTN:MorthalLocation (Skyrim.esm); LCTN:WinterholdLocation (Skyrim.esm); LCTN:NightgateInnExteriorLocation (Skyrim.esm); LCTN:WinterholdLocation (Dawnguard.esm); LCTN:MorthalLocation (Dawnguard.esm); LCTN:MorthalLocation (HearthFires.esm); LCTN:DLC2RavenRockLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeHagravenNest (Skyrim.esm:0130E6),2,LCTN:SnaplegCaveLocation (Skyrim.esm); LCTN:BlindCliffCaveLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeHold (Skyrim.esm:016771),13,LCTN:WhiterunHoldLocation (Skyrim.esm); LCTN:HaafingarHoldLocation (Skyrim.esm); LCTN:FalkreathHoldLocation (Skyrim.esm); LCTN:HjaalmarchHoldLocation (Skyrim.esm); LCTN:PaleHoldLocation (Skyrim.esm); LCTN:RiftHoldLocation (Skyrim.esm); LCTN:WinterholdHoldLocation (Skyrim.esm); LCTN:EastmarchHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Dawnguard.esm); LCTN:HaafingarHoldLocation (Dawnguard.esm); LCTN:WhiterunHoldLocation (Dawnguard.esm); LCTN:DLC2SolstheimLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeHoldMajor (Skyrim.esm:0868E1),5,LCTN:WhiterunHoldLocation (Skyrim.esm); LCTN:RiftHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Dawnguard.esm); LCTN:WhiterunHoldLocation (Dawnguard.esm),extracted-from-current-detail-pass
LocTypeHoldMinor (Skyrim.esm:0868E3),4,LCTN:FalkreathHoldLocation (Skyrim.esm); LCTN:HjaalmarchHoldLocation (Skyrim.esm); LCTN:PaleHoldLocation (Skyrim.esm); LCTN:WinterholdHoldLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeHouse (Skyrim.esm:01CB85),30,LCTN:SnowShodFarmInteriorLocation (Skyrim.esm); LCTN:MerryfairFarmInteriorLocation (Skyrim.esm); LCTN:HlaaluFarmInteriorLocation (Skyrim.esm); LCTN:KatlasFarmInteriorLocation (Skyrim.esm); LCTN:HollyfrostFarmInteriorLocation (Skyrim.esm); LCTN:BrandyMugFarmInteriorLocation (Skyrim.esm); LCTN:SarethiFarmInteriorLocation (Skyrim.esm); LCTN:FrostRiverFarmInteriorLocation (Skyrim.esm); LCTN:WhiterunHonningbrewMeaderyDungeonLocation (Skyrim.esm); LCTN:LoreiusFarmhouseLocation (Skyrim.esm); LCTN:SoljundsMineMinersHouseLocation (Skyrim.esm); LCTN:IvarsteadFellstarFarmLocation (Skyrim.esm); LCTN:RiftenHonorhallOrphanageLocation (Skyrim.esm); LCTN:FalkreathDengeirsHallLocation (Skyrim.esm); LCTN:SolitudeHalloftheDeadLocation (Skyrim.esm); LCTN:NightgateInnLocation (Skyrim.esm); LCTN:SalviusFarmhouseLocation (Skyrim.esm); LCTN:KolskeggrMinePavosHouseLocation (Skyrim.esm); LCTN:KarthwastenMinersBarracksLocation (Skyrim.esm); LCTN:KarthwastenHallLocation (Skyrim.esm); LCTN:LeftHandMineDaighresHouseLocation (Skyrim.esm); LCTN:LeftHandMineMinersBarracksLocation (Skyrim.esm); LCTN:LeftHandMineSkaggisHouseLocation (Skyrim.esm); LCTN:MarkarthVlindrelHallLocation (Skyrim.esm); LCTN:WinterholdKorrisHouseLocation (Skyrim.esm); LCTN:WinterholdJarlsLonghouseLocation (Skyrim.esm); LCTN:WinterholdRanmirsHouseLocation (Skyrim.esm); LCTN:MarkarthVlindrelHallLocation (HearthFires.esm); LCTN:DLC2SVGreathallLocation (Dragonborn.esm); LCTN:DLC2RRIenthFarmLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeInn (Skyrim.esm:01CB87),12,LCTN:IvarsteadVilemyrInnLocation (Skyrim.esm); LCTN:KynesgroveBraidwoodInnLocation (Skyrim.esm); LCTN:WindhelmCandlehearthHallLocation (Skyrim.esm); LCTN:DawnstarWindpeakInnLocation (Skyrim.esm); LCTN:NightgateInnLocation (Skyrim.esm); LCTN:RoriksteadFrostfruitInnLocation (Skyrim.esm); LCTN:OldHroldanInnLocation (Skyrim.esm); LCTN:MarkarthSilverBloodInnLocation (Skyrim.esm); LCTN:MorthalMoorsideInnLocation (Skyrim.esm); LCTN:WinterholdTheFrozenHearthLocation (Skyrim.esm); LCTN:RiverwoodSleepingGiantInnLocation (Skyrim.esm); LCTN:WinterholdTheFrozenHearthLocation (Dawnguard.esm),extracted-from-current-detail-pass
LocTypeJail (Skyrim.esm:01CD59),1,LCTN:CidhnaMineLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeMilitaryCamp (Skyrim.esm:0130E8),2,LCTN:MilitaryCampWinterholdSonsLocation (Skyrim.esm); LCTN:MilitaryCampWinterholdImperialLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeMilitaryFort (Skyrim.esm:0130E7),2,LCTN:NightcallerTempleLocation (Skyrim.esm); LCTN:BrokenFangCaveLocation (Skyrim.esm),extracted-from-current-detail-pass
