plugin,formid,editor_id,name,enchant_type,cast_type,target_type,charge_amount,effects,modding_use,validation
Skyrim.esm,Skyrim.esm:10FB8A,EnchArmorResistDiseaseBase,Resist Disease,Enchantment,ConstantEffect,Self,103,EnchResistDiseaseConstantSelf (Skyrim.esm:100E60)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:04950B,EnchArmorResistFire01,Resist Fire,Enchantment,ConstantEffect,Self,176,EnchResistFireConstantSelf (Skyrim.esm:048C8B)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD483,EnchArmorResistFire02,Resist Fire,Enchantment,ConstantEffect,Self,84,EnchResistFireConstantSelf (Skyrim.esm:048C8B)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD484,EnchArmorResistFire03,Resist Fire,Enchantment,ConstantEffect,Self,115,EnchResistFireConstantSelf (Skyrim.esm:048C8B)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE028,EnchArmorResistFire04,Resist Fire,Enchantment,ConstantEffect,Self,147,EnchResistFireConstantSelf (Skyrim.esm:048C8B)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE029,EnchArmorResistFire05,Resist Fire,Enchantment,ConstantEffect,Self,180,EnchResistFireConstantSelf (Skyrim.esm:048C8B)|mag=60|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE02A,EnchArmorResistFire06,Resist Fire,Enchantment,ConstantEffect,Self,214,EnchResistFireConstantSelf (Skyrim.esm:048C8B)|mag=70|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB8B,EnchArmorResistFireBase,Resist Fire,Enchantment,ConstantEffect,Self,334,EnchResistFireConstantSelf (Skyrim.esm:048C8B)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:04950C,EnchArmorResistFrost01,Resist Frost,Enchantment,ConstantEffect,Self,186,EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD485,EnchArmorResistFrost02,Resist Frost,Enchantment,ConstantEffect,Self,105,EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD486,EnchArmorResistFrost03,Resist Frost,Enchantment,ConstantEffect,Self,144,EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE02B,EnchArmorResistFrost04,Resist Frost,Enchantment,ConstantEffect,Self,184,EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE02C,EnchArmorResistFrost05,Resist Frost,Enchantment,ConstantEffect,Self,225,EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=60|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE02D,EnchArmorResistFrost06,Resist Frost,Enchantment,ConstantEffect,Self,267,EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=70|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB8C,EnchArmorResistFrostBase,Resist Frost,Enchantment,ConstantEffect,Self,353,EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FC05B,EnchArmorResistMagic01,Resist Magic,Enchantment,ConstantEffect,Self,239,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FC05C,EnchArmorResistMagic02,Resist Magic,Enchantment,ConstantEffect,Self,292,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=12|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FC05D,EnchArmorResistMagic03,Resist Magic,Enchantment,ConstantEffect,Self,373,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FC05E,EnchArmorResistMagic04,Resist Magic,Enchantment,ConstantEffect,Self,428,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=17|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FC05F,EnchArmorResistMagic05,Resist Magic,Enchantment,ConstantEffect,Self,512,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FC060,EnchArmorResistMagic06,Resist Magic,Enchantment,ConstantEffect,Self,569,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=22|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB8D,EnchArmorResistMagicBase,Resist Magic,Enchantment,ConstantEffect,Self,187,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=8|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:100E5D,EnchArmorResistPoison01,Resist Poison,Enchantment,ConstantEffect,Self,147,EnchResistPoisonConstantSelf (Skyrim.esm:0FF15E)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:100E5E,EnchArmorResistPoison02,Resist Poison,Enchantment,ConstantEffect,Self,158,EnchResistPoisonConstantSelf (Skyrim.esm:0FF15E)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB8E,EnchArmorResistPoisonBase,Resist Poison,Enchantment,ConstantEffect,Self,78,EnchResistPoisonConstantSelf (Skyrim.esm:0FF15E)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:04950D,EnchArmorResistShock01,Resist Shock,Enchantment,ConstantEffect,Self,196,EnchResistShocktConstantSelf (Skyrim.esm:049295)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD487,EnchArmorResistShock02,Resist Shock,Enchantment,ConstantEffect,Self,115,EnchResistShocktConstantSelf (Skyrim.esm:049295)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AD488,EnchArmorResistShock03,Resist Shock,Enchantment,ConstantEffect,Self,159,EnchResistShocktConstantSelf (Skyrim.esm:049295)|mag=40|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE02E,EnchArmorResistShock04,Resist Shock,Enchantment,ConstantEffect,Self,203,EnchResistShocktConstantSelf (Skyrim.esm:049295)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE02F,EnchArmorResistShock05,Resist Shock,Enchantment,ConstantEffect,Self,248,EnchResistShocktConstantSelf (Skyrim.esm:049295)|mag=60|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0BE030,EnchArmorResistShock06,Resist Shock,Enchantment,ConstantEffect,Self,294,EnchResistShocktConstantSelf (Skyrim.esm:049295)|mag=70|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB8F,EnchArmorResistShockBase,Resist Shock,Enchantment,ConstantEffect,Self,373,EnchResistShocktConstantSelf (Skyrim.esm:049295)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:092A76,EnchArmorWaterbreathing,Waterbreathing,Enchantment,ConstantEffect,Self,100,EnchWaterbreathingConstantSelf (Skyrim.esm:092A48)|mag=1|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB90,EnchArmorWaterbreathingBase,Waterbreathing,Enchantment,ConstantEffect,Self,100,EnchWaterbreathingConstantSelf (Skyrim.esm:092A48)|mag=1|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0F5D19,EnchBloatedMan,Terror,Enchantment,FireAndForget,Touch,81,EnchStaminaDamageFFContact (Skyrim.esm:05B450)|mag=25|area=0|dur=0; EnchInfluenceConfDownFFContactMed (Skyrim.esm:0BEE93)|mag=12|area=0|dur=30,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:01729C,EnchDragonPriestIron,,Enchantment,ConstantEffect,Self,569,EnchResistDiseaseConstantSelf (Skyrim.esm:100E60)|mag=100|area=0|dur=0; EnchResistPoisonConstantSelf (Skyrim.esm:0FF15E)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F9916,EnchDragonPriestMaskBronze,Krosis' Subterfuge,Enchantment,ConstantEffect,Self,1293,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=20|area=0|dur=0; EnchFortifyArcheryConstantSelf (Skyrim.esm:07A0FE)|mag=20|area=0|dur=0; EnchFortifyAlchemyConstantSelf (Skyrim.esm:08B65C)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F8464,EnchDragonPriestMaskCorundrum,Volsung's Guile,Enchantment,ConstantEffect,Self,4289,EnchWaterbreathingConstantSelf (Skyrim.esm:092A48)|mag=20|area=0|dur=0; EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=20|area=0|dur=0; EnchFortifyCarryConstantSelf (Skyrim.esm:07A0F4)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F8460,EnchDragonPriestMaskEbony,Dark Sacrifice,Enchantment,ConstantEffect,Self,1852,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=50|area=0|dur=0; EnchFortifyDestructionConstantSelf (Skyrim.esm:07A0F6)|mag=20|area=0|dur=0; EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F8462,EnchDragonPriestMaskMarble,Otar's Will,Enchantment,ConstantEffect,Self,0,EnchResistShocktConstantSelf (Skyrim.esm:049295)|mag=30|area=0|dur=0; EnchResistFireConstantSelf (Skyrim.esm:048C8B)|mag=30|area=0|dur=0; EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:01729E,EnchDragonPriestMaskMoonstone,,Enchantment,ConstantEffect,Self,321,EnchFortifyShoutTimerConstantSelf (Skyrim.esm:08850D)|mag=0.2|area=0|dur=0; EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F8463,EnchDragonPriestMaskSteel,Vokun's Mastery,Enchantment,ConstantEffect,Self,1860,EnchFortifyConjurationConstantSelf (Skyrim.esm:07A0F5)|mag=20|area=0|dur=0; EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=20|area=0|dur=0; EnchFortifyAlterationConstantSelf (Skyrim.esm:07A0F2)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F8461,EnchDragonPriestMaskUltra,Konahrik's Privilege,Enchantment,ConstantEffect,Self,0,EnchDragonPriestUltraMaskEffect (Skyrim.esm:10FC14)|mag=0|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0F8465,EnchDragonPriestMaskWood,Bromjunaar's Mystery,Enchantment,ConstantEffect,Self,0,EnchDragonPriestWoodMaskEffect (Skyrim.esm:0F8475)|mag=1|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10CBE2,EnchDwarvenCenturionShockDamage,Shock Damage,Enchantment,FireAndForget,Touch,13,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=75|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10CBE1,EnchDwarvenSphereShockDamage,Shock Damage,Enchantment,FireAndForget,Touch,6,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=40|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10CBE0,EnchDwarvenSpiderShockDamage,Shock Damage,Enchantment,FireAndForget,Touch,1,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:040003,EnchFierySouls,Fiery Soul Trap,Enchantment,FireAndForget,Touch,10,EnchSoulTrapFFContact (Skyrim.esm:05B452)|mag=0|area=0|dur=5; EnchFireDamageFFContact (Skyrim.esm:04605A)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10C4ED,EnchForswornBriarheartArmor,Briarheart Lifeforce,Enchantment,ConstantEffect,Self,250,AbForswornBriarheartEffect (Skyrim.esm:10C4EB)|mag=1|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0F5D18,EnchRedEagle,Red Eagle,Enchantment,FireAndForget,Touch,35,dunRedEagleFireDamageFFContact (Skyrim.esm:0FB405)|mag=10|area=0|dur=0; dunRedEagleTurnUndeadFFContact (Skyrim.esm:0FB408)|mag=13|area=0|dur=30,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:088503,EnchReligiousAkatosh,Blessing of Akatosh,Enchantment,ConstantEffect,Self,68,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:088504,EnchReligiousArkay,Blessing of Arkay,Enchantment,ConstantEffect,Self,62,EnchFortifyHealthConstantSelf (Skyrim.esm:0493AA)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:088506,EnchReligiousDibella,Blessing of Dibella,Enchantment,ConstantEffect,Self,98,EnchFortifyPersuasionConstantSelf (Skyrim.esm:0D6933)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:088501,EnchReligiousJulianos,Blessing of Julianos,Enchantment,ConstantEffect,Self,62,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:088508,EnchReligiousKynareth,Blessing of Kynareth,Enchantment,ConstantEffect,Self,62,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:088509,EnchReligiousMara,Blessing of Mara,Enchantment,ConstantEffect,Self,62,EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:08850A,EnchReligiousStendarr,Blessing of Stendarr,Enchantment,ConstantEffect,Self,62,EnchFortifyBlockConstantSelf (Skyrim.esm:07A0F3)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:08850B,EnchReligiousTalos,Blessing of Talos,Enchantment,ConstantEffect,Self,5,EnchFortifyShoutTimerConstantSelf (Skyrim.esm:08850D)|mag=0.2|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:08850C,EnchReligiousZenithar,Blessing of Zenithar,Enchantment,ConstantEffect,Self,62,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10EAD1,EnchRobesAlterationBase,Fortify Alteration & Magicka Regen,Enchantment,ConstantEffect,Self,176,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=5|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E2FB,EnchRobesCollegeAlteration01,Fortify Alteration,Enchantment,ConstantEffect,Self,461,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E2FC,EnchRobesCollegeAlteration02,Fortify Alteration,Enchantment,ConstantEffect,Self,334,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=75|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E2FD,EnchRobesCollegeAlteration03,Fortify Alteration,Enchantment,ConstantEffect,Self,383,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E2FE,EnchRobesCollegeAlteration04,Fortify Alteration,Enchantment,ConstantEffect,Self,458,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=125|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E2FF,EnchRobesCollegeAlteration05,Fortify Alteration,Enchantment,ConstantEffect,Self,458,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=150|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E300,EnchRobesCollegeConjuration01,Fortify Conjuration,Enchantment,ConstantEffect,Self,523,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E301,EnchRobesCollegeConjuration02,Fortify Conjuration,Enchantment,ConstantEffect,Self,353,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=75|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E302,EnchRobesCollegeConjuration03,Fortify Conjuration,Enchantment,ConstantEffect,Self,406,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E303,EnchRobesCollegeConjuration04,Fortify Conjuration,Enchantment,ConstantEffect,Self,485,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=125|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E304,EnchRobesCollegeConjuration05,Fortify Conjuration,Enchantment,ConstantEffect,Self,539,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=22|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=150|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E305,EnchRobesCollegeDestruction01,Fortify Destruction,Enchantment,ConstantEffect,Self,538,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E306,EnchRobesCollegeDestruction02,Fortify Destruction,Enchantment,ConstantEffect,Self,353,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=75|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E307,EnchRobesCollegeDestruction03,Fortify Destruction,Enchantment,ConstantEffect,Self,406,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E308,EnchRobesCollegeDestruction04,Fortify Destruction,Enchantment,ConstantEffect,Self,485,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=125|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E309,EnchRobesCollegeDestruction05,Fortify Destruction,Enchantment,ConstantEffect,Self,539,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=22|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=150|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E30A,EnchRobesCollegeIllusion01,Fortify Illusion,Enchantment,ConstantEffect,Self,476,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E315,EnchRobesCollegeIllusion02,Fortify Illusion,Enchantment,ConstantEffect,Self,334,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=75|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E316,EnchRobesCollegeIllusion03,Fortify Illusion,Enchantment,ConstantEffect,Self,383,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E317,EnchRobesCollegeIllusion04,Fortify Illusion,Enchantment,ConstantEffect,Self,458,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=125|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E318,EnchRobesCollegeIllusion05,Fortify Illusion,Enchantment,ConstantEffect,Self,509,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=22|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=150|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E30B,EnchRobesCollegeMagickaRate01,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,147,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E311,EnchRobesCollegeMagickaRate02,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,230,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=75|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E312,EnchRobesCollegeMagickaRate03,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,316,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E313,EnchRobesCollegeMagickaRate04,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,405,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=125|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E314,EnchRobesCollegeMagickaRate05,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,495,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=150|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E30C,EnchRobesCollegeRestoration01,Fortify Restoration,Enchantment,ConstantEffect,Self,507,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E30D,EnchRobesCollegeRestoration02,Fortify Restoration,Enchantment,ConstantEffect,Self,353,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=75|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E30E,EnchRobesCollegeRestoration03,Fortify Restoration,Enchantment,ConstantEffect,Self,406,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E30F,EnchRobesCollegeRestoration04,Fortify Restoration,Enchantment,ConstantEffect,Self,485,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=125|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10E310,EnchRobesCollegeRestoration05,Fortify Restoration,Enchantment,ConstantEffect,Self,620,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=25|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=150|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10EAD2,EnchRobesConjurationBase,Fortify Conjuration & Magicka Regen,Enchantment,ConstantEffect,Self,199,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=5|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
