plugin,formid,editor_id,name,race,template,factions,keywords,ai_aggression,ai_assistance,modding_use,validation
Skyrim.esm,Skyrim.esm:016F69,EncDremoraWarlock03,Dremora Kynval,DremoraRace (Skyrim.esm:0131F0),,CreatureFaction (Skyrim.esm:000013):rank0; DremoraFaction (Skyrim.esm:043597):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Skyrim.esm,Skyrim.esm:016FF3,EncDremoraWarlock04,Dremora Kynreeve,DremoraRace (Skyrim.esm:0131F0),,CreatureFaction (Skyrim.esm:000013):rank0; DremoraFaction (Skyrim.esm:043597):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Skyrim.esm,Skyrim.esm:016FF7,EncDremoraWarlock05,Dremora Markynaz,DremoraRace (Skyrim.esm:0131F0),,CreatureFaction (Skyrim.esm:000013):rank0; DremoraFaction (Skyrim.esm:043597):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Skyrim.esm,Skyrim.esm:016FFA,EncDremoraWarlock06,Dremora Valkynaz,DremoraRace (Skyrim.esm:0131F0),,CreatureFaction (Skyrim.esm:000013):rank0; DremoraFaction (Skyrim.esm:043597):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Skyrim.esm,Skyrim.esm:043BDC,EncForsworn00Template,Forsworn,BretonRace (Skyrim.esm:013741),,ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BEB,EncForsworn01MagicBretonF01,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMagic (Skyrim.esm:043BEA),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BEC,EncForsworn01MagicBretonF02,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMagic (Skyrim.esm:043BEA),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BED,EncForsworn01MagicBretonF03,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMagic (Skyrim.esm:043BEA),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0F9616,EncForsworn01Melee1HBretonBerserk,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMelee (Skyrim.esm:023AA9),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE1,EncForsworn01Melee1HBretonF01,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMelee (Skyrim.esm:023AA9),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE0,EncForsworn01Melee1HBretonF02,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMelee (Skyrim.esm:023AA9),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE2,EncForsworn01Melee1HBretonF03,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMelee (Skyrim.esm:023AA9),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BDD,EncForsworn01Melee1HBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMelee (Skyrim.esm:023AA9),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BDE,EncForsworn01Melee1HBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMelee (Skyrim.esm:023AA9),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BDF,EncForsworn01Melee1HBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMelee (Skyrim.esm:023AA9),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0AD7B4,EncForsworn01Melee1HBretonM04,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMelee (Skyrim.esm:023AA9),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE4,EncForsworn01MissileBretonF01,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMissile (Skyrim.esm:043BE3),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE5,EncForsworn01MissileBretonF02,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMissile (Skyrim.esm:043BE3),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE6,EncForsworn01MissileBretonF03,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMissile (Skyrim.esm:043BE3),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE7,EncForsworn01MissileBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMissile (Skyrim.esm:043BE3),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE8,EncForsworn01MissileBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMissile (Skyrim.esm:043BE3),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE9,EncForsworn01MissileBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMissile (Skyrim.esm:043BE3),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0AD7B5,EncForsworn01MissileBretonM04,,BretonRace (Skyrim.esm:013741),EncForsworn01TemplateMissile (Skyrim.esm:043BE3),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BEA,EncForsworn01TemplateMagic,Forsworn Shaman,BretonRace (Skyrim.esm:013741),EncForsworn00Template (Skyrim.esm:043BDC),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:023AA9,EncForsworn01TemplateMelee,,BretonRace (Skyrim.esm:013741),EncForsworn00Template (Skyrim.esm:043BDC),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BE3,EncForsworn01TemplateMissile,,BretonRace (Skyrim.esm:013741),EncForsworn00Template (Skyrim.esm:043BDC),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442D4,EncForsworn02BossMagicBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateBossMagic (Skyrim.esm:04430A),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442D5,EncForsworn02BossMagicBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateBossMagic (Skyrim.esm:04430A),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0AD7BB,EncForsworn02BossMagicBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateBossMagic (Skyrim.esm:04430A),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442D7,EncForsworn02BossMelee1HBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateBossMelee (Skyrim.esm:04430B),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442D8,EncForsworn02BossMelee1HBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateBossMelee (Skyrim.esm:04430B),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442D9,EncForsworn02BossMelee1HBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateBossMelee (Skyrim.esm:04430B),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BF1,EncForsworn02MagicBretonF01,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMagic (Skyrim.esm:043BF0),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BF2,EncForsworn02MagicBretonF02,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMagic (Skyrim.esm:043BF0),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BF3,EncForsworn02MagicBretonF03,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMagic (Skyrim.esm:043BF0),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0F9617,EncForsworn02Melee1HBretonBerserk,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMelee (Skyrim.esm:043BEE),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044256,EncForsworn02Melee1HBretonF01,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMelee (Skyrim.esm:043BEE),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044257,EncForsworn02Melee1HBretonF02,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMelee (Skyrim.esm:043BEE),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044258,EncForsworn02Melee1HBretonF03,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMelee (Skyrim.esm:043BEE),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044259,EncForsworn02Melee1HBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMelee (Skyrim.esm:043BEE),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04425A,EncForsworn02Melee1HBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMelee (Skyrim.esm:043BEE),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04425B,EncForsworn02Melee1HBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMelee (Skyrim.esm:043BEE),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0AD7B6,EncForsworn02Melee1HBretonM04,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMelee (Skyrim.esm:043BEE),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04425C,EncForsworn02MissileBretonF01,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMissile (Skyrim.esm:043BEF),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04425D,EncForsworn02MissileBretonF02,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMissile (Skyrim.esm:043BEF),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04425E,EncForsworn02MissileBretonF03,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMissile (Skyrim.esm:043BEF),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04425F,EncForsworn02MissileBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMissile (Skyrim.esm:043BEF),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044260,EncForsworn02MissileBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMissile (Skyrim.esm:043BEF),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044261,EncForsworn02MissileBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMissile (Skyrim.esm:043BEF),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0AD7B7,EncForsworn02MissileBretonM04,,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMissile (Skyrim.esm:043BEF),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04430A,EncForsworn02TemplateBossMagic,Forsworn Briarheart,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMagic (Skyrim.esm:043BF0),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04430B,EncForsworn02TemplateBossMelee,Forsworn Briarheart,BretonRace (Skyrim.esm:013741),EncForsworn02TemplateMelee (Skyrim.esm:043BEE),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BF0,EncForsworn02TemplateMagic,Forsworn Forager,BretonRace (Skyrim.esm:013741),EncForsworn00Template (Skyrim.esm:043BDC),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BEE,EncForsworn02TemplateMelee,Forsworn Forager,BretonRace (Skyrim.esm:013741),EncForsworn00Template (Skyrim.esm:043BDC),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:043BEF,EncForsworn02TemplateMissile,Forsworn Forager,BretonRace (Skyrim.esm:013741),EncForsworn00Template (Skyrim.esm:043BDC),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442DA,EncForsworn03BossMagicBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateBossMagic (Skyrim.esm:04430C),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442DB,EncForsworn03BossMagicBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateBossMagic (Skyrim.esm:04430C),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0AD7BA,EncForsworn03BossMagicBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateBossMagic (Skyrim.esm:04430C),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442DD,EncForsworn03BossMelee1HBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateBossMelee (Skyrim.esm:04430D),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442DE,EncForsworn03BossMelee1HBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateBossMelee (Skyrim.esm:04430D),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0442DF,EncForsworn03BossMelee1HBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateBossMelee (Skyrim.esm:04430D),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044265,EncForsworn03MagicBretonF01,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMagic (Skyrim.esm:044262),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044266,EncForsworn03MagicBretonF02,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMagic (Skyrim.esm:044262),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044267,EncForsworn03MagicBretonF03,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMagic (Skyrim.esm:044262),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0F9618,EncForsworn03Melee1HBretonBerserk,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMelee (Skyrim.esm:044263),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044268,EncForsworn03Melee1HBretonF01,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMelee (Skyrim.esm:044263),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044269,EncForsworn03Melee1HBretonF02,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMelee (Skyrim.esm:044263),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04426A,EncForsworn03Melee1HBretonF03,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMelee (Skyrim.esm:044263),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04426B,EncForsworn03Melee1HBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMelee (Skyrim.esm:044263),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04426C,EncForsworn03Melee1HBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMelee (Skyrim.esm:044263),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04426D,EncForsworn03Melee1HBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMelee (Skyrim.esm:044263),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0AD7B8,EncForsworn03Melee1HBretonM04,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMelee (Skyrim.esm:044263),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04426E,EncForsworn03MissileBretonF01,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMissile (Skyrim.esm:044264),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04426F,EncForsworn03MissileBretonF02,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMissile (Skyrim.esm:044264),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044270,EncForsworn03MissileBretonF03,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMissile (Skyrim.esm:044264),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044271,EncForsworn03MissileBretonM01,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMissile (Skyrim.esm:044264),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044272,EncForsworn03MissileBretonM02,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMissile (Skyrim.esm:044264),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:044273,EncForsworn03MissileBretonM03,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMissile (Skyrim.esm:044264),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0AD7B9,EncForsworn03MissileBretonM04,,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMissile (Skyrim.esm:044264),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04430C,EncForsworn03TemplateBossMagic,Forsworn Briarheart,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMagic (Skyrim.esm:044262),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:04430D,EncForsworn03TemplateBossMelee,Forsworn Briarheart,BretonRace (Skyrim.esm:013741),EncForsworn03TemplateMelee (Skyrim.esm:044263),ForswornFaction (Skyrim.esm:043599):rank0,ActorTypeNPC (Skyrim.esm:013794),VeryAggressive,HelpsFriendsAndAllies,NPC signal candidate,candidate-extracted
