plugin,record_type,formid,editor_id,name,flags,interaction_keyword,workbench_type,uses_skill,items,modding_use,validation
Skyrim.esm,CONT,Skyrim.esm:09F257,MerchantWhiterunDrunkenHuntsmanChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:10FDE6,MerchantWhiterunEorlundChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A298A,MerchantWhiterunFarengarsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:10C1D5,MerchantWhiterunFraliaChest,Chest,Respawns,,,, x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09CAFD,MerchantWhiterunWarmaidensBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3F09,MerchantWindhelmAvalAtheronChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3F17,MerchantWindhelmBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3EFF,MerchantWindhelmCandlehearthHallChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3F14,MerchantWindhelmCornerclubChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3F0C,MerchantWindhelmHilleviChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3F05,MerchantWindhelmNiranyeChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3F10,MerchantWindhelmRevynSadriChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AF632,MerchantWindhelmWhitePhialChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3F1B,MerchantWindhelmWuunferthsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09DA63,MerchantWinterholdBirnaChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09DA5F,MerchantWinterholdFrozenHearthChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0E7BCD,MerchantWinterholdNelacarChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D762F,MGHoldingChest,Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D0753,MGRitual04PlayerItemChest,Invisible Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:035A5C,MQ101BarracksChest01,Chest,Respawns,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:035A5F,MQ101BarracksChest02,Chest,Respawns,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0B622D,MQ101WardenChest,Warden's Chest,0,,,, x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0F684D,MQ201ElenwenOfficeChest,Chest,0,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0E3F97,MQ201InterrogationChamberChest,Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:02B034,MS11ButcherChest,Chest,0,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:066181,MS11CalixtoChestREF,Calixto's Chest,0,,,, x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:06B30E,NobleChest01,Chest,AllowSoundsWhenAnimation,,,, x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C2A05,NobleChestDrawers01,Wardrobe,AllowSoundsWhenAnimation,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C2A04,NobleChestDrawers02,Wardrobe,AllowSoundsWhenAnimation,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:105024,NobleChestDrawers02NoName,,AllowSoundsWhenAnimation,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C2A06,NobleNightTable01,End Table,AllowSoundsWhenAnimation,,,, x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:042D91,OrcEndTable01,End Table,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09AF19,PersonalChestSmall,Chest,0,,,, x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0F3923,PlayerHouseChest,Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C2CD7,QAEnchantedArmorContainer,All Enchanted Armor,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x; ... +1743 more,magic/crafting station candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C2CDF,QAEnchantedWeaponContainer,All EnchantedWeapons,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x; ... +2108 more,magic/crafting station candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:10E7E5,RiftenConfiscatedGoodsChest,Confiscated Goods,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C4493,RiftenTempleCharityChest,Chest,0,,,, x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:04EC4F,RoriksteadFreeformMralkisChest,Mralki's Chest,0,,,, x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:103241,SkyHavenArmoryChest,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0997FE,SpitPotClosed01AlchemyCommon,Pot,AllowSoundsWhenAnimation,,,, x,magic/crafting station candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0997FF,SpitPotClosedLoose01AlchemyCommon,Pot,AllowSoundsWhenAnimation,,,, x,magic/crafting station candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D069C,T02RiftenTempleChest,Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:076F13,TG00MadesiChest,Madesi's Strongbox,0,,,, x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0813B8,TG03SabjornChest,Sabjorn's Dresser,0,,,, x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0EF578,TG04GulumEiKillChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D8E4B,TGFenceMerchantChestCaravanAtahba,Thieves Guild Fence Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D8E4C,TGFenceMerchantChestCaravanMajhad,Thieves Guild Fence Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D8E4D,TGFenceMerchantChestCaravanZaynabi,Thieves Guild Fence Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D882F,TGFenceMerchantChestEndon,Thieves Guild Fence Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D8830,TGFenceMerchantChestEnthir,Thieves Guild Fence Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D882D,TGFenceMerchantChestGulumEi,Thieves Guild Fence Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D8831,TGFenceMerchantChestMallus,Thieves Guild Fence Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D882E,TGFenceMerchantChestNiranye,Thieves Guild Fence Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D54C5,TGFenceMerchantChestTonilia,Thieves Guild Fence Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:10DD41,TGGuildChest,Guild Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:052B5A,TGREvidenceChest,Chest,0,,,, x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:081DD8,TGREvidenceChestNoble,Chest,AllowSoundsWhenAnimation,,,, x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:081DD9,TGREvidenceChestUpper,Chest,Respawns,,,, x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0DC173,TGTQ02SabineChest,Sabine's Footlocker,0,,,, x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0F68AE,TGTributeChest,Guild Master's Tribute Chest,"AllowSoundsWhenAnimation, Respawns",,,, x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:08EA5E,TreasAfflictedChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:08EA5D,TreasAfflictedChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AF6AC,TreasAlchemySatchelCommon,Apothecary's Satchel,Respawns,,,, x;  x,magic/crafting station candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AF6AF,TreasAlchemySatchelRare,Apothecary's Satchel,Respawns,,,, x;  x;  x;  x,magic/crafting station candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AF6AE,TreasAlchemySatchelUncommon,Apothecary's Satchel,Respawns,,,, x;  x;  x,magic/crafting station candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:03AC21,TreasBanditChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:02064F,TreasBanditChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:07AA90,TreasBanditChestBossEMPTY,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020673,TreasBanditChestEMPTY,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0F1F66,TreasBanditChestSnow,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0F8478,TreasChestSmallEMPTYNoRespawn,Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:08A3B4,TreasCWImperialChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:08B1F0,TreasCWImperialChestBossLarge,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:08B1E8,TreasCWImperialChestBossSmall,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:10EE0C,TreasCWImperialChestCWMission07,Chest,Respawns,,,, x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:08A3B6,TreasCWSonsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:08B1F1,TreasCWSonsChestBossLarge,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:08B1E9,TreasCWSonsChestBossSmall,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:10EE0B,TreasCWSonsChestCWMission07,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020670,TreasDraugrChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020671,TreasDraugrChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020672,TreasDraugrChestEMPTYLarge,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AD6D4,TreasDraugrChestEMPTYSmall,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020652,TreasDwarvenChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:094F0E,TreasDwarvenChestBossEMPTY,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:02069A,TreasDwarvenChestLarge,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0F3AF7,TreasDwarvenChestLargeEMPTY,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020650,TreasDwarvenChestSmall,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:094F10,TreasDwarvenChestSmallEMPTY,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0EF052,TreasExplorerLootChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0FCB25,TreasExplorerLootChestSnow,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020659,TreasFalmerChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:02065B,TreasFalmerChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0B1176,TreasFalmerChestBossDwarven,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0305A1,TreasFalmerChestEMPTY,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020654,TreasForswornChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020658,TreasForswornChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0774C6,TreasGiantChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0774BF,TreasGiantChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020665,TreasHagravenChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020667,TreasHagravenChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D89C6,TreasHouseNobleChest,Chest,"AllowSoundsWhenAnimation, Respawns",,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0774C8,TreasOrcChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0774C9,TreasOrcChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D1259,TreasTreashunterChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:021363,TreasUpperChest,Chest,Respawns,,,, x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:01D13C,TreasUpperChestEMPTY,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020662,TreasVampireChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020664,TreasVampireChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:05418E,TreasWarlockChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:02065D,TreasWarlockChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:02065F,TreasWerewolfChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:020661,TreasWerewolfChestBoss,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0EA299,UnownedChest,Unowned Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:021366,UpperEndTable01,End Table,0,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:07DF28,UpperEndTable02,End Table,AllowSoundsWhenAnimation,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09AF14,VendorMiscChestSmall,Chest,0,,,, x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09F810,WE19BanditLootChest,Chest,0,,,, x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0BBCD0,WEMerchantChest,Chest,Respawns,,,,,vendor/container economy candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0EC970,AltarOfMolagBalFurniture01,Altar,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,ritual/religion interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:107D99,AltarOfMolagBalFurniture01NoName,,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,ritual/religion interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:036ED3,Bedroll01,Bed Roll,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B3CD,Bedroll01F,Bed Roll,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B3CC,Bedroll01FL,Bed Roll,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B3C7,Bedroll01FR,Bed Roll,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B3CE,Bedroll01L,Bed Roll,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B3C3,Bedroll01LR,Bed Roll,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B3F3,Bedroll01R,Bed Roll,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0B8371,BedrollGround,Bed Roll Ground,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:01899D,BedrollHay01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:074B6E,BedrollHay01CaveDirt,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2408,BedrollHay01CaveDirtF,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E240B,BedrollHay01CaveDirtFL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E240C,BedrollHay01CaveDirtFR,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2409,BedrollHay01CaveDirtL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E240D,BedrollHay01CaveDirtLR,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E240A,BedrollHay01CaveDirtR,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0A4E13,BedrollHay01Dirt01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
