plugin,record_type,formid,editor_id,name,direct_condition_count,effect_condition_count,condition_keys,effects,validation
Skyrim.esm,MGEF,Skyrim.esm:0A0D97,DA16Skull04WakingMajor,Waking Nightmare,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Global; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:06D22D,DaedraPushFFActor,Banish/Command Daedra Push,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CEDFF,DetectLifeEnemyExteriorConcSelf,Detect Life Enemy Exterior,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:1019D8,DetectLifeEnemyExteriorSelfFF,Detect Life Enemy Exterior,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CEE00,DetectLifeEnemyInteriorConcSelf,Detect Life Enemy Interior,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:1019D9,DetectLifeEnemyInteriorSelfFF,Detect Life Enemy Interior,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B79E7,DetectLifeFriendExteriorConcSelf,Detect Life Friend Exterior,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:1019DA,DetectLifeFriendExteriorSelfFF,Detect Life Friend Exterior,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:01EA74,DetectLifeFriendInteriorConcSelf,Detect Life Friend Interior,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:1019DB,DetectLifeFriendInteriorSelfFF,Detect Life Friend Interior,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CE215,DetectLifeWerewolfVision,Detect Life,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B79E8,DetectUndeadEnemyExteriorConcSelf,Detect Undead Enemy Exterior,8,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:01EA75,DetectUndeadEnemyInteriorConcSelf,Detect Undead Enemy Interior,7,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0E8269,DetectUndeadFriendExteriorConcSelf,Detect Undead Friend Exterior,7,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0E826A,DetectUndeadFriendInteriorConcSelf,Detect Undead Friend Interior,7,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B8778,DisDamageHealthVampire,Reduced Health,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:072878,DisDamageHealthWerewolf,Reduced Health,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B8777,DisDamageMagicka,Damage Magicka,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B877B,DisDamageMagickaRegen,Reduced Magicka Regen,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B877A,DisDamageOnehandedTwohanded,Reduced Weapon skills,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B8775,DisDamagePickpocketLockpick,Reduced Lockpick & Pickpocket,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B8776,DisDamageStamina,Reduced Stamina,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B8779,DisDamageStaminaRegen,Reduced Stamina Regen,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0369C9,doomRitualEffect,The Ritual Stone,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0E5F5B,doomSerpentParalyzeEffect,Serpent's Spit,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:016CF3,DragonVoiceDisarmEffect,Disarm 3,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:016D41,DragonVoiceStormCallEffect,Storm Call Fire Effect 3,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:10F21F,DraugrMagicSwordStreak,Absorb Stamina,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B2389,dunCGDragonVoiceStormCallEffect,CG Dragon Storm Call,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:101BDC,dunClearspringTarnDmgFFContact,Animal Damage,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:086248,dunFolgunthurMikrulAbsorbHealth,Drain Health,1,0,CompareOperator; ComparisonValue; Faction; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0FB409,dunHagsEndEnchAbsorbHealthFFContact,Hag's End Drain Health,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0FB407,dunHagsEndSoulTrapFFContact,Hag's End Soul Trap,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0FB406,dunHalldirAggDownFFAimedArea,Halldir's Pacify,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0FB404,dunHalldirEnchSoulTrapFFAimedArea,Halldir's Soul Trap,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:105831,dunHaltedStreamDamageFFContact,Huntsman's Prowess,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:105A01,dunKatariahScimitarEffect,Windshear Bash Effect,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0F82E2,DunLabyDamageHealthConcSelf,Damage Health,1,0,ActorValue; CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:10E834,dunLabyRestoreMagickaConcSelf,Restore Magicka,1,0,ActorValue; CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:10582E,dunLostValleyDamageFFContact,Briarheart Geis,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Race; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0ECFFD,dunReachwaterRockReforgeSpell,Turn Greater Undead,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0E152A,dunReanimateSelfEffect,Reanimate,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0FB408,dunRedEagleTurnUndeadFFContact,Red Eagle Turn Undead,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; Race; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:1092A0,dunTransmogrifyFFAimed,Transmogrify,3,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0AA155,EnchAbsorbHealthFFContact,Absorb Health,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0AA156,EnchAbsorbMagickaFFContact,Drain Magicka,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0AA157,EnchAbsorbStaminaFFContact,Absorb Stamina,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0ACBB5,EnchBanishFFContact,Banish,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0F81E2,EnchFortifyDmgResistVampire,Vampire Fortify Dmg Resist,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0F81E5,EnchFortifyMagickaVampire,Vampire Fortify Dmg Resist,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0BEE94,EnchInfluenceConfDownFFContactHigh,Fear,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:05B451,EnchInfluenceConfDownFFContactLow,Fear,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0BEE93,EnchInfluenceConfDownFFContactMed,Fear,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0ACBB6,EnchParalysisFFContact,Paralyze,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:10B116,EnchSilverSwordFFContact,Silvered,3,0,CompareOperator; ComparisonValue; Faction; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0F5D24,EnchSoulTrapFFAimedArea,Soul Trap,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:05B452,EnchSoulTrapFFContact,Soul Trap,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0F5D15,EnchTrollsbaneFireDamageFFContact,Fire Damage,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:05B46B,EnchTurnUndeadFFContact,Turn Undead,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; Race; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:10CBDD,FireDamageConcAimedCloak,Flames,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0C5C0A,FireDamageFFSelfAreaUndead,Bane of the Undead,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:10CBDE,FrostDamageConcAimedCloak,Frostbite,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0D205A,ghostExtraDamageEffect,Ghost Extra Damage Effect,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0E0CD2,GuardianCircleRestoreHealthFFContact,Guardian Circle Restore Health,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:04E80B,HazardCircleOfProtectionFFContact,Circle of Protection,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0E0CD4,HazardGuardianCircleFFContact,Guardian Circle,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CF789,HowlWerewolfDetectLifeEffect1,Detect Life,4,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CF78A,HowlWerewolfDetectLifeEffect2,Detect Life,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CF78B,HowlWerewolfDetectLifeEffect3,Detect Life,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CF796,HowlWerewolfFearEffect1,Werewolf Fear Howl 1,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CF797,HowlWerewolfFearEffect2,Werewolf Fear Howl 2,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CF798,HowlWerewolfFearEffect3,Werewolf Fear Howl 3,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:04DEE7,InfluenceAggDownFFAimed,Calm,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:04DEDF,InfluenceAggDownFFAimedArea,Pacify,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:07E8DC,InfluenceAggDownFFSelfArea250,Harmony,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:04DEE6,InfluenceAggUpFFAimed,Fury,7,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:01EA78,InfluenceAggUpFFAimedArea,Frenzy,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:07E8D6,InfluenceAggUpFFSelfArea250,Mayhem,8,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:01EA77,InfluenceConfDownFFAimed,Fear,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:01EA7A,InfluenceConfDownFFAimedArea,Rout,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:07E8D8,InfluenceConfDownFFSelfArea250,Hysteria,7,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:01EA79,InfluenceConfUpFFAimed,Courage,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:01EA76,InfluenceConfUpFFAimedArea,Rally,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:026D7C,InfluenceConfUpFFAimedAreaSecondary,Rally Secondary,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:026D7E,InfluenceConfUpFFAimedSecondary,Courage Secondary,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:10F9B8,InfluenceConfUpFFSelfAreaSecondary,Rally Secondary,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:01EA6B,InvisibillityFFActor,Fade Other,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:082A52,MG08ParalysisAbilityEffect,Special Paralyze,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:082A50,MG08ParalysisSpellEffect,Special Paralyze,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:10757F,MQ101DragonVoiceUnrelentingForceEffect,Unrelenting Force Strong,3,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0F1AC2,MQ203DragonDamageFFContact,Dragon Damage,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0FF9F7,MQ203ExtraDamageFFContact,Dragon Damage,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:10387B,MQClearSkyFogEffect,Oppressive Cloud,1,0,CompareOperator; ComparisonValue; Global; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:103B04,MQClearSkyFogEffectSecondary,Oppressive Cloud,1,0,CompareOperator; ComparisonValue; Global; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:09DD4E,MS08ParalysisFFAimed,MS08Paralyze,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:01EA6E,ParalysisFFAimed,Paralyze,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:06F702,ParalysisFFContact,Paralyze,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0B62E5,ParalysisFFSelfArea,Paralyze,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CAB61,PerkDarkSoulsDeadThrallEffect,Dark SoulsDead Thrall,1,0,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CAB64,PerkDarkSoulsDreadZombieEffect,Dark Souls Dread Zombie,1,0,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CAB63,PerkDarkSoulsReanimateEffect,Dark Souls Reanimate Corpse,1,0,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0CAB62,PerkDarkSoulsRevenantEffect,Dark Souls Revenant,1,0,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:101061,PerkDarkSoulsRevenantEffectNPC,Dark Souls Revenant,1,0,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:09CD50,PerkDarkSoulsZombieEffect,Dark Souls Zombie,1,0,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0F3934,PerkDeepFreezeParalysisConcAimed,Deep Freeze Paralyze,5,0,ActorValue; CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Skyrim.esm,MGEF,Skyrim.esm:0F3932,PerkDeepFreezeParalysisFFAimed,Deep Freeze Paralyze,5,0,ActorValue; CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
