plugin,formid,editor_id,item_count,items,modding_use,validation
Dragonborn.esm,Dragonborn.esm:033195,DLC2ExpSpiderCrftResultFrostBomb1x,3,DLC2ExpSpiderFrostBombScroll (Dragonborn.esm:0206D3); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D4B,DLC2ExpSpiderCrftResultFrostBomb2x,6,DLC2ExpSpiderFrostBombScroll (Dragonborn.esm:0206D3); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033196,DLC2ExpSpiderCrftResultFrostCloak1x,3,DLC2ExpSpiderFrostCloakScroll (Dragonborn.esm:0206D9); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D4C,DLC2ExpSpiderCrftResultFrostCloak2x,6,DLC2ExpSpiderFrostCloakScroll (Dragonborn.esm:0206D9); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033197,DLC2ExpSpiderCrftResultFrostJumping1x,3,DLC2ExpSpiderFrostJumpingScroll (Dragonborn.esm:0206DB); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D4D,DLC2ExpSpiderCrftResultFrostJumping2x,6,DLC2ExpSpiderFrostJumpingScroll (Dragonborn.esm:0206DB); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033198,DLC2ExpSpiderCrftResultPoisonBomb1x,3,DLC2ExpSpiderPoisonBombScroll (Dragonborn.esm:01707B); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA0E,DLC2ExpSpiderCrftResultPoisonBomb2x,6,DLC2ExpSpiderPoisonBombScroll (Dragonborn.esm:01707B); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033199,DLC2ExpSpiderCrftResultPoisonCloak1x,3,DLC2ExpSpiderPoisonCloakScroll (Dragonborn.esm:01CAB0); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA0D,DLC2ExpSpiderCrftResultPoisonCloak2x,6,DLC2ExpSpiderPoisonCloakScroll (Dragonborn.esm:01CAB0); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03319A,DLC2ExpSpiderCrftResultPoisonJumping1x,3,DLC2ExpSpiderPoisonJumpingScroll (Dragonborn.esm:01445E); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA0C,DLC2ExpSpiderCrftResultPoisonJumping2x,6,DLC2ExpSpiderPoisonJumpingScroll (Dragonborn.esm:01445E); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03319B,DLC2ExpSpiderCrftResultShockBomb1x,3,DLC2ExpSpiderShockBombScroll (Dragonborn.esm:02095F); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D61,DLC2ExpSpiderCrftResultShockBomb2x,6,DLC2ExpSpiderShockBombScroll (Dragonborn.esm:02095F); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03319C,DLC2ExpSpiderCrftResultShockCloak1x,3,DLC2ExpSpiderShockCloakScroll (Dragonborn.esm:020960); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D62,DLC2ExpSpiderCrftResultShockCloak2x,6,DLC2ExpSpiderShockCloakScroll (Dragonborn.esm:020960); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03319D,DLC2ExpSpiderCrftResultShockJumping1x,3,DLC2ExpSpiderShockJumpingScroll (Dragonborn.esm:020961); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D63,DLC2ExpSpiderCrftResultShockJumping2x,6,DLC2ExpSpiderShockJumpingScroll (Dragonborn.esm:020961); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0390FD,DLC2GenericHoldPosVar07CombatOverrideList,6,DLC2GenericHoldPositionVar07LinkCustom01 (Dragonborn.esm:0390F7); DLC2GenericHoldPositionVar07LinkCustom02 (Dragonborn.esm:0390F8); DLC2GenericHoldPositionVar07LinkCustom03 (Dragonborn.esm:0390F9); DLC2GenericHoldPositionVar07LinkCustom04 (Dragonborn.esm:0390FA); DLC2GenericHoldPositionVar07LinkCustom05 (Dragonborn.esm:0390FB); DLC2GenericHoldPositionVar07LinkCustom06 (Dragonborn.esm:0390FC),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0260A5,DLC2KagrumezSphereFight1Override,1,DLC2KagrumezHoldPositionFight2 (Dragonborn.esm:0260A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03CE47,DLC2MQ06DragonCombatOverrideList,3,DLC2MQ06DragonCombatOverrideNoLanding (Dragonborn.esm:03CDB3); DLC2MQ06DragonCombatOverrideNoLandingTameDragon (Dragonborn.esm:03D3B6); DLC2MQ06DragonCombatOverrideHoldPosition (Dragonborn.esm:03D5E0),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:023F69,DLC2MQ06MiraakCombatOverideList,4,DLC2MQ06MiraakCombatPackage_AntiAir (Dragonborn.esm:039A80); DLC2MQ06MiraakCombatPackage_Magic (Dragonborn.esm:023F66); DLC2MQ06MiraakCombatPackage_Melee (Dragonborn.esm:023F67); DLC2MQ06MiraakCombatPackage_Staff (Dragonborn.esm:039A7F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03481D,DLC2MQ06TeleportTargetFL,6,DLC2MiraakTeleportMarker01 (Dragonborn.esm:034818); DLC2MiraakTeleportMarker02 (Dragonborn.esm:03481A); DLC2MiraakTeleportMarker03 (Dragonborn.esm:03481C); DLC2MiraakTeleportMarker04 (Dragonborn.esm:0354C0); DLC2MiraakTeleportMarker05 (Dragonborn.esm:0354C1); DLC2MiraakTeleportMarker06 (Dragonborn.esm:0354BF),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FE87,DLC2PerksAlchemy,15,Alchemist00 (Skyrim.esm:0BE127); Alchemist20 (Skyrim.esm:0C07CA); Alchemist40 (Skyrim.esm:0C07CB); Alchemist60 (Skyrim.esm:0C07CC); Alchemist80 (Skyrim.esm:0C07CD); Physician (Skyrim.esm:058215); Benefactor (Skyrim.esm:058216); Poisoner (Skyrim.esm:058217); Experimenter50 (Skyrim.esm:058218); Experimenter70 (Skyrim.esm:105F2A); Experimenter90 (Skyrim.esm:105F2B); ConcentratedPoison (Skyrim.esm:105F2F); GreenThumb (Skyrim.esm:105F2E); Snakeblood (Skyrim.esm:105F2C); Purity (Skyrim.esm:05821D),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEA8,DLC2PerksAlteration,14,AlterationAdept50 (Skyrim.esm:0C44B8); AlterationApprentice25 (Skyrim.esm:0C44B7); AlterationDualCasting (Skyrim.esm:0153CD); AlterationExpert75 (Skyrim.esm:0C44B9); AlterationMaster100 (Skyrim.esm:0C44BA); AlterationNovice00 (Skyrim.esm:0F2CA6); MagicResistance50 (Skyrim.esm:053129); MageArmor30 (Skyrim.esm:0D7999); Stability (Skyrim.esm:0581FC); atronach (Skyrim.esm:0581F7); MagicResistance70 (Skyrim.esm:05312A); MageArmor50 (Skyrim.esm:0D799A); MageArmor70 (Skyrim.esm:0D799B); MagicResistance30 (Skyrim.esm:053128),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEAF,DLC2PerksArchery,16,Overdraw00 (Skyrim.esm:0BABED); Overdraw20 (Skyrim.esm:07934A); Overdraw40 (Skyrim.esm:07934B); Overdraw60 (Skyrim.esm:07934D); Overdraw80 (Skyrim.esm:079354); CriticalShot30 (Skyrim.esm:105F1C); CriticalShot60 (Skyrim.esm:105F1E); CriticalShot90 (Skyrim.esm:105F1F); HuntersDiscipline (Skyrim.esm:051B12); Ranger (Skyrim.esm:058F63); Bullseye (Skyrim.esm:058F64); EagleEye30 (Skyrim.esm:058F61); SteadyHand40 (Skyrim.esm:103ADA); SteadyHand60 (Skyrim.esm:103ADB); PowerShot (Skyrim.esm:058F62); QuickShot (Skyrim.esm:105F19),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEAC,DLC2PerksBlock,13,ShieldCharge (Skyrim.esm:058F6A); ShieldWall00 (Skyrim.esm:0BCCAE); ShieldWall20 (Skyrim.esm:079355); ShieldWall40 (Skyrim.esm:079356); ShieldWall60 (Skyrim.esm:079357); ShieldWall80 (Skyrim.esm:079358); PowerBashPerk (Skyrim.esm:058F67); DeadlyBash (Skyrim.esm:05F594); DisarmingBash (Skyrim.esm:058F66); QuickReflexes (Skyrim.esm:0D8C33); DeflectArrows (Skyrim.esm:058F68); ElementalProtection (Skyrim.esm:058F69); BlockRunner (Skyrim.esm:106253),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FE95,DLC2PerksConjuration,16,ConjurationAdept50 (Skyrim.esm:0C44BC); ConjurationApprentice25 (Skyrim.esm:0C44BB); ConjurationDualCasting (Skyrim.esm:0153CE); ConjurationExpert75 (Skyrim.esm:0C44BD); ConjurationMaster100 (Skyrim.esm:0C44BE); ConjurationNovice00 (Skyrim.esm:0F2CA7); MysticBinding (Skyrim.esm:0640B3); SoulStealer (Skyrim.esm:0D799E); OblivionBinding (Skyrim.esm:0D799C); Necromancy (Skyrim.esm:0581DD); DarkSouls (Skyrim.esm:0581DE); TwinSouls (Skyrim.esm:0D5F1C); Summoner30 (Skyrim.esm:105F30); Summoner70 (Skyrim.esm:105F31); ElementalPotency (Skyrim.esm:0CB41A); Atromancy (Skyrim.esm:0CB419),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEA6,DLC2PerksDestruction,17,DestructionAdept50 (Skyrim.esm:0C44C0); DestructionApprentice25 (Skyrim.esm:0C44BF); DestructionDualCasting (Skyrim.esm:0153CF); DestructionExpert75 (Skyrim.esm:0C44C1); DestructionMaster100 (Skyrim.esm:0C44C2); DestructionNovice00 (Skyrim.esm:0F2CA8); Impact (Skyrim.esm:0153D2); RuneMaster (Skyrim.esm:105F32); AugmentedFlames (Skyrim.esm:0581E7); AugmentedFrost (Skyrim.esm:0581EA); AugmentedShock (Skyrim.esm:058200); Disintegrate (Skyrim.esm:0F3F0E); DeepFreeze (Skyrim.esm:0F3933); IntenseFlames (Skyrim.esm:0F392E); AugmentedFlames60 (Skyrim.esm:10FCF8); AugmentedFrost60 (Skyrim.esm:10FCF9); AugmentedShock60 (Skyrim.esm:10FCFA),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEA9,DLC2PerksEnchanting,13,CorpusEnchanter (Skyrim.esm:058F7D); Enchanter00 (Skyrim.esm:0BEE97); FireEnchanter (Skyrim.esm:058F80); FrostEnchanter (Skyrim.esm:058F81); InsightfulEnchanter (Skyrim.esm:058F7E); StormEnchanter (Skyrim.esm:058F82); ExtraEffect (Skyrim.esm:058F7F); SoulSiphon (Skyrim.esm:108A44); SoulSqueezer (Skyrim.esm:058F7C); Enchanter20 (Skyrim.esm:0C367C); Enchanter40 (Skyrim.esm:0C367D); Enchanter60 (Skyrim.esm:0C367E); Enchanter80 (Skyrim.esm:0C367F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEAB,DLC2PerksHeavyArmor,12,Juggernaut00 (Skyrim.esm:0BCD2A); WellFitted (Skyrim.esm:058F6F); TowerOfStrength (Skyrim.esm:058F6C); MatchingSetHeavy (Skyrim.esm:107832); ReflectBlows (Skyrim.esm:105F33); FistsOfSteel (Skyrim.esm:058F6E); Cushioned (Skyrim.esm:0BCD2B); Conditioning (Skyrim.esm:058F6D); Juggernaut20 (Skyrim.esm:07935E); Juggernaut40 (Skyrim.esm:079361); Juggernaut60 (Skyrim.esm:079362); Juggernaut80 (Skyrim.esm:079374),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FE94,DLC2PerksIllusion,13,IllusionAdept50 (Skyrim.esm:0C44C4); IllusionApprentice25 (Skyrim.esm:0C44C3); IllusionDualCasting (Skyrim.esm:0153D0); IllusionExpert75 (Skyrim.esm:0C44C5); IllusionMaster100 (Skyrim.esm:0C44C6); IllusionNovice00 (Skyrim.esm:0F2CA9); Animage (Skyrim.esm:0581E1); HypnoticGaze (Skyrim.esm:059B77); KindredMage (Skyrim.esm:0581E2); QuietCasting (Skyrim.esm:0581FD); AspectOfTerror (Skyrim.esm:059B78); Rage (Skyrim.esm:0C44B5); MasterOfTheMind (Skyrim.esm:059B76),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEB0,DLC2PerksLightArmor,10,AgileDefender00 (Skyrim.esm:0BE123); AgileDefender20 (Skyrim.esm:079376); AgileDefender40 (Skyrim.esm:079389); AgileDefender60 (Skyrim.esm:079391); AgileDefender80 (Skyrim.esm:079392); CustomFit (Skyrim.esm:051B1B); MatchingSet (Skyrim.esm:051B17); DeftMovement (Skyrim.esm:107831); Unhindered (Skyrim.esm:051B1C); WindWalker (Skyrim.esm:105F22),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEB2,DLC2PerksLockpicking,11,AdeptLocks50 (Skyrim.esm:0C3680); ApprenticeLocks25 (Skyrim.esm:0BE125); ExpertLocks75 (Skyrim.esm:0C3681); Locksmith (Skyrim.esm:058208); MasterLocks100 (Skyrim.esm:0C3682); NoviceLocks00 (Skyrim.esm:0F392A); QuickHands (Skyrim.esm:106259); WaxKey (Skyrim.esm:107830); GoldenTouch (Skyrim.esm:05820A); TreasureHunter (Skyrim.esm:105F26); Unbreakable (Skyrim.esm:058209),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEAE,DLC2PerksOneHanded,21,Armsman00 (Skyrim.esm:0BABE4); Armsman20 (Skyrim.esm:079343); Armsman40 (Skyrim.esm:079342); Armsman60 (Skyrim.esm:079344); Armsman80 (Skyrim.esm:079345); DualFlurry30 (Skyrim.esm:106256); DualFlurry50 (Skyrim.esm:106257); DualSavagery (Skyrim.esm:106258); FightingStance (Skyrim.esm:052D50); CriticalCharge (Skyrim.esm:0CB406); SavageStrike (Skyrim.esm:03AF81); HackAndSlash30 (Skyrim.esm:03FFFA); HackAndSlash60 (Skyrim.esm:0C3678); HackAndSlash90 (Skyrim.esm:0C3679); BoneBreaker30 (Skyrim.esm:05F592); BoneBreaker60 (Skyrim.esm:0C1E92); BoneBreaker90 (Skyrim.esm:0C1E93); Bladesman30 (Skyrim.esm:05F56F); Bladesman60 (Skyrim.esm:0C1E90); Bladesman90 (Skyrim.esm:0C1E91); ParalyzingStrike (Skyrim.esm:03AFA6),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEB3,DLC2PerksPickpocket,12,LightFingers00 (Skyrim.esm:0BE124); LightFingers20 (Skyrim.esm:018E6A); LightFingers40 (Skyrim.esm:018E6B); LightFingers60 (Skyrim.esm:018E6C); LightFingers80 (Skyrim.esm:018E6D); NightThief (Skyrim.esm:058202); Cutpurse (Skyrim.esm:058204); Poisoned (Skyrim.esm:105F28); KeyMaster (Skyrim.esm:0D79A0); ExtraPockets (Skyrim.esm:096590); Misdirection (Skyrim.esm:058201); PerfectTouch (Skyrim.esm:058205),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEA7,DLC2PerksRestoration,13,RestorationAdept50 (Skyrim.esm:0C44C8); RestorationApprentice25 (Skyrim.esm:0C44C7); RestorationDualCasting (Skyrim.esm:0153D1); RestorationExpert75 (Skyrim.esm:0C44C9); RestorationMaster100 (Skyrim.esm:0C44CA); RestorationNovice00 (Skyrim.esm:0F2CAA); Recovery30 (Skyrim.esm:0581F4); AvoidDeath (Skyrim.esm:0A3F64); Regeneration (Skyrim.esm:0581F8); wardAbsorb (Skyrim.esm:068BCC); Respite (Skyrim.esm:0581F9); Necromage (Skyrim.esm:0581E4); Recovery50 (Skyrim.esm:0581F5),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEAA,DLC2PerksSmithing,10,ArcaneBlacksmith (Skyrim.esm:05218E); DaedricSmithing (Skyrim.esm:0CB413); DwarvenSmithing (Skyrim.esm:0CB40E); EbonySmithing (Skyrim.esm:0CB412); ElvenSmithing (Skyrim.esm:0CB40F); GlassSmithing (Skyrim.esm:0CB411); OrcishSmithing (Skyrim.esm:0CB410); SteelSmithing (Skyrim.esm:0CB40D); DragonArmor (Skyrim.esm:052190); AdvancedArmors (Skyrim.esm:0CB414),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEB1,DLC2PerksSneak,13,Stealth00 (Skyrim.esm:0BE126); Stealth20 (Skyrim.esm:0C07C6); Stealth40 (Skyrim.esm:0C07C7); Stealth60 (Skyrim.esm:0C07C8); Stealth80 (Skyrim.esm:0C07C9); Backstab (Skyrim.esm:058210); DeadlyAim (Skyrim.esm:1036F0); AssassinsBlade (Skyrim.esm:058211); MuffledMovement (Skyrim.esm:058213); LightFoot (Skyrim.esm:05820C); SilentRoll (Skyrim.esm:105F23); Silence (Skyrim.esm:105F24); ShadowWarrior (Skyrim.esm:058214),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEB4,DLC2PerksSpeech,13,Haggling00 (Skyrim.esm:0BE128); Haggling20 (Skyrim.esm:0C07CE); Haggling40 (Skyrim.esm:0C07CF); Haggling60 (Skyrim.esm:0C07D0); Haggling80 (Skyrim.esm:0C07D1); Bribery (Skyrim.esm:058F72); Persuasion (Skyrim.esm:1090A2); Intimidation (Skyrim.esm:105F29); Allure (Skyrim.esm:058F75); Merchant (Skyrim.esm:058F7A); Investor (Skyrim.esm:058F7B); fence (Skyrim.esm:058F79); MasterTrader (Skyrim.esm:1090A5),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FEAD,DLC2PerksTwoHanded,19,Barbarian00 (Skyrim.esm:0BABE8); Barbarian20 (Skyrim.esm:079346); Barbarian40 (Skyrim.esm:079347); Barbarian60 (Skyrim.esm:079348); Barbarian80 (Skyrim.esm:079349); Skullcrusher30 (Skyrim.esm:03AF84); Skullcrusher60 (Skyrim.esm:0C1E96); Skullcrusher90 (Skyrim.esm:0C1E97); DeepWounds30 (Skyrim.esm:03AF83); DeepWounds60 (Skyrim.esm:0C1E94); DeepWounds90 (Skyrim.esm:0C1E95); DevastatingBlow (Skyrim.esm:052D52); ChampionsStance (Skyrim.esm:052D51); Limbsplitter30 (Skyrim.esm:0C5C05); Limbsplitter60 (Skyrim.esm:0C5C06); Limbsplitter90 (Skyrim.esm:0C5C07); GreatCriticalCharge (Skyrim.esm:0CB407); Sweep (Skyrim.esm:03AF9E); Warmaster (Skyrim.esm:03AFA7),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02A1BA,DLC2QANPCList,15,DLC2EncAshSpawn1H01 (Dragonborn.esm:01B636); DLC2EncSprigganBurnt (Dragonborn.esm:01B63F); TestDLC2Lurker (Dragonborn.esm:014494); DLC2EncHorkerYoungling (Dragonborn.esm:01B63E); DLC2LvlSeeker (Dragonborn.esm:028E88); DLC2EncMudcrabSolstheim (Dragonborn.esm:025AE4); DLC2EncNetchBull (Dragonborn.esm:02857E); DLC2EncNetchCalf (Dragonborn.esm:02857F); DLC2EncNetchBetty (Dragonborn.esm:01B649); DLC2EncMountedRiekling (Dragonborn.esm:0179D1); DLC2EncRiekling01Melee (Dragonborn.esm:017F47); DLC2EncRiekling01Missile (Dragonborn.esm:01B650); DLC2EncAshHopper (Dragonborn.esm:01B657); DLC2EncTribalWerebearA (Dragonborn.esm:01E17C); DLC2LvlCultist (Dragonborn.esm:01CE00),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02A8A3,DLC2QANPCList01,6,DLC2EncSeeker01 (Dragonborn.esm:028E7F); DLC2EncSeeker01Mirror (Dragonborn.esm:028E82); DLC2EncSeeker02 (Dragonborn.esm:01DCBA); DLC2EncSeeker02Mirror (Dragonborn.esm:02856B); DLC2EncSeeker03 (Dragonborn.esm:028E83); DLC2EncSeeker03Mirror (Dragonborn.esm:028E86),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02A8A4,DLC2QANPCList02,7,DLC2EncAshSpawn1H01 (Dragonborn.esm:01B636); DLC2EncAshSpawn1H02 (Dragonborn.esm:01B639); DLC2EncAshSpawn1H03 (Dragonborn.esm:01B63A); DLC2encAshGuardian (Dragonborn.esm:01AAAF); DLC2EncSprigganBurnt (Dragonborn.esm:01B63F); DLC2EncAshHopper (Dragonborn.esm:01B657); DLC2EncTribalWerebearA (Dragonborn.esm:01E17C),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02A8A5,DLC2QANPCList03,6,DLC2EncNetchBull (Dragonborn.esm:02857E); DLC2EncNetchCalf (Dragonborn.esm:02857F); DLC2EncNetchBetty (Dragonborn.esm:01B649); DLC2dunTempleofMiraakCultist01 (Dragonborn.esm:028973); DLC2dunTempleofMiraakCultist02 (Dragonborn.esm:028974); DLC2LvlCultist (Dragonborn.esm:01CE00),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02A8A6,DLC2QANPCList04,4,DLC2KagrumezLvlDwarvenBallistaFight1 (Dragonborn.esm:0260A0); DLC2KagrumezLvlDwarvenSphereFight2 (Dragonborn.esm:026638); DLC2KagrumezLvlDwarvenCenturionFight3 (Dragonborn.esm:027520); DLC2dunNchardakCenturionBoss (Dragonborn.esm:01D4EE),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02A8A7,DLC2QANPCList05,5,DLC2EncLurker01 (Dragonborn.esm:01B640); DLC2EncHorkerYoungling (Dragonborn.esm:01B63E); DLC2dunHorkerIslandEncHorker (Dragonborn.esm:026196); DLC2EncMudcrabSolstheim (Dragonborn.esm:025AE4); DLC2dunNorthshoreLandingCrabBoss (Dragonborn.esm:01D77A),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02A8A8,DLC2QANPCList06,8,DLC2EncRiekling01Melee (Dragonborn.esm:017F47); DLC2EncRiekling01Missile (Dragonborn.esm:01B650); DLC2EncRiekling02Melee (Dragonborn.esm:01B64E); DLC2EncRiekling02Missile (Dragonborn.esm:01B651); DLC2EncRiekling03Melee (Dragonborn.esm:01B64F); DLC2EncRiekling03Missile (Dragonborn.esm:01B652); DLC2LvlMountedRiekling (Dragonborn.esm:025E18); DLC2ThirskRieklingChief (Dragonborn.esm:01A508),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02A8A9,DLC2QANPCList07,4,DLC2dunKarstaagIceWraith (Dragonborn.esm:028246); DLC2LvlBoar (Dragonborn.esm:025F9A); dlc2FireWyrmCreated (Dragonborn.esm:01F990); DLC2FrostGiant01 (Dragonborn.esm:01CAD6),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02A8AE,DLC2QAShoutList,12,DLC2BendToWillWord1 (Dragonborn.esm:0179D9); DLC2BendToWillWord2 (Dragonborn.esm:0179DA); DLC2BendToWillWord3 (Dragonborn.esm:0179DB); DLC2CycloneWord1 (Dragonborn.esm:0200C2); DLC2CycloneWord2 (Dragonborn.esm:0200C3); DLC2CycloneWord3 (Dragonborn.esm:0200C4); DLC2DragonAspectWord1 (Dragonborn.esm:01DF93); DLC2DragonAspectWord2 (Dragonborn.esm:01DF94); DLC2DragonAspectWord3 (Dragonborn.esm:01DF95); DLC2BattleFuryWord1 (Dragonborn.esm:0200E4); DLC2BattleFuryWord2 (Dragonborn.esm:0200E5); DLC2BattleFuryWord3 (Dragonborn.esm:0200E6),curated record set,candidate-extracted
