plugin,formid,editor_id,flags,crime_values,relations,ranks,modding_use,validation
Skyrim.esm,Skyrim.esm:02EBEC,GuardFactionFalkreath,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:0367BA,GuardFactionHaafingar,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:0242B2,GuardFactionKarthwasten,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:01FD6B,GuardFactionKolskeggr,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:018AAC,GuardFactionMarkarth,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,dunMarkarthWizard_SecureAreaFaction (Skyrim.esm:01C8BF):Ally; MarkarthWizardFaction (Skyrim.esm:094389):Friend; GuardFactionMarkarth (Skyrim.esm:018AAC):Ally; MS01WeylinBeserk (Skyrim.esm:09C8AC):Enemy; DA11AttackPlayerFaction (Skyrim.esm:0819E0):Enemy; MS02ForswornFaction (Skyrim.esm:054883):Enemy; MS01ConspiracyCombatFaction (Skyrim.esm:080ADF):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:0D27F2,GuardFactionRiften,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:02EBEE,GuardFactionSolitude,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:061369,GuardFactionSoljund,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:02BE39,GuardFactionWhiterun,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:0D27F3,GuardFactionWindhelm,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:04359E,HagravenFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,ForswornDogFaction (Skyrim.esm:0E0CD8):Friend; CaptiveFaction (Skyrim.esm:05ADD2):Friend; dunPrisonerFaction (Skyrim.esm:0AA784):Friend; SkeeverFaction (Skyrim.esm:0330B1):Friend; ForswornFaction (Skyrim.esm:043599):Friend; SprigganFaction (Skyrim.esm:03E094):Enemy; WispFaction (Skyrim.esm:03E096):Friend; TrollFaction (Skyrim.esm:0435A1):Friend; IceWraithFaction (Skyrim.esm:0435A0):Friend; SpiderFaction (Skyrim.esm:02997F):Friend; DremoraFaction (Skyrim.esm:043597):Friend; ChaurusFaction (Skyrim.esm:03C9A8):Friend; HagravenFaction (Skyrim.esm:04359E):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C13BE,HalfMoonMillFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3087,HareFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,FoxFaction (Skyrim.esm:09A741):Enemy; HunterFaction (Skyrim.esm:04E509):Enemy; PredatorFaction (Skyrim.esm:02E893):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:06BBB1,HeartwoodMillHouseFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:103AEC,HirelingBelrandCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:103366,HirelingErikCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:103367,HirelingJenassaCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:103368,HirelingMarcurioCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:103369,HirelingStenvarCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:10336A,HirelingVorstagCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:105A5B,HlaaluFarmFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:105A5C,HollyFrostFarmFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0B2981,HonningbrewMeaderyFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,HonningbrewMeaderyFaction (Skyrim.esm:0B2981):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A0324,HonorhallKidsIgnoreCrimeFaction,"HiddenFromPC, IgnoreMurder, IgnoreAssault, IgnoreStealing, IgnoreTrespass, CrimeGoldUseDefaults, IgnorePickpocket",Arrest=false; AttackOnSight=false; Murder=1000; Assault=40; Trespass=5; Pickpocket=25; StealMult=0.5; Escape=100; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:04359F,HorkerFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,dunPrisonerFaction (Skyrim.esm:0AA784):Friend; HorkerFaction (Skyrim.esm:04359F):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:10336B,HousecarlMarkarthCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:10336C,HousecarlRiftenCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:10336D,HousecarlSolitudeCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:10336E,HousecarlWhiterunCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:10336F,HousecarlWindhelmCrimeFaction,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:04E509,HunterFaction,"HiddenFromPC, CanBeOwner",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,HunterFaction (Skyrim.esm:04E509):Ally; HunterPreyFaction (Skyrim.esm:0F1ABC):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F1ABC,HunterPreyFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0435A0,IceWraithFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,HagravenFaction (Skyrim.esm:04359E):Ally; IceWraithFaction (Skyrim.esm:0435A0):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0B79AC,ImperialJusticiarFaction,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,MS09NorthwatchFaction (Skyrim.esm:0C0637):Ally; ThalmorFaction (Skyrim.esm:039F26):Friend; ImperialJusticiarFaction (Skyrim.esm:0B79AC):Ally,,Thalmor/Talos-ban pressure,extracted
Skyrim.esm,Skyrim.esm:086EEE,IsGuardFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,WIThiefFaction (Skyrim.esm:023EEC):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:084409,IvarsteadFellstarFarmFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F18EE,IvarsteadKlimmekFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:084410,IvarsteadKlimmekHouseFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F18FA,IvarsteadTembaFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:08440A,IvarsteadVilemyrInnFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09A7A7,JobAnimalTrainerFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,PlayerPotentialAnimalFaction (Skyrim.esm:09A7B2):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:05091C,JobApothecaryFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:053514,JobBardFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:05091D,JobBlacksmithFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0DDDA8,JobCarriageFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:05091E,JobCourtWizardFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:051591,JobFarmerFaction,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0806AA,JobFenceFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:051592,JobFletcherFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0813B7,JobGuardCaptainFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:051593,JobHostlerFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:05091F,JobHousecarlFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:05091B,JobInnkeeperFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0DEE93,JobInnServer,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:050920,JobJarlFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0806A9,JobJewelerFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:05CCAE,JobJusticiar,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,Thalmor/Talos-ban pressure,extracted
Skyrim.esm,Skyrim.esm:051595,JobLumberjackFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:051596,JobMerchantFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:051597,JobMinerFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:051599,JobMiscFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:05159B,JobOrcChiefFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,orc community signal,extracted
Skyrim.esm,Skyrim.esm:05159C,JobOrcWiseWomanFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,orc community signal,extracted
Skyrim.esm,Skyrim.esm:05159A,JobPriestFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09CC97,JobRentRoomFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:050921,JobSpellFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:050922,JobStewardFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:07F6BE,JobStreetVendorFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0806A8,JobTailorFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A56,JobTrainerAlchemyFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A4B,JobTrainerAlterationFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A4F,JobTrainerBlockFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A58,JobTrainerConjurationFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A4A,JobTrainerDestructionFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A5B,JobTrainerEnchantingFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A49,JobTrainerFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A51,JobTrainerHeavyArmorFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A59,JobTrainerIllusionFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A52,JobTrainerLightArmorFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A54,JobTrainerLockpickingFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A4E,JobTrainerMarksmanFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A4C,JobTrainerOneHandedFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A53,JobTrainerPickpocketFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A5A,JobTrainerRestorationFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A50,JobTrainerSmithingFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A55,JobTrainerSneakFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A57,JobTrainerSpeechcraftFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E3A4D,JobTrainerTwoHandedFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F13D9,KarthwastenAinethachHouse,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:06565D,KarthwastenEnmonsHouseFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:06565F,KarthwastenMinersBarracksFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0830AD,KarthwastenPlayerEnemyFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,PlayerFaction (Skyrim.esm:000DB1):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0622E6,KarthwastenSilverFishGuards,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,KarthwastenSilverFishGuards (Skyrim.esm:0622E6):Ally,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:0EB091,KhajiitCaravanFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,ForswornFaction (Skyrim.esm:043599):Friend; BanditFaction (Skyrim.esm:01BCC0):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F18E8,KolskeggrGatFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F18E9,KolskeggrPavoFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:089977,KynesgroveBraidwoodInnkeeperFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F18E6,KynesgroveDravyneaFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:089979,KynesgroveUrielSistersFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E0D58,KynesPeaceFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,PredatorFaction (Skyrim.esm:02E893):Friend; PreyFaction (Skyrim.esm:02E894):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:065666,LeftHandDaighresHouseFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,LeftHandDaighresHouseFaction (Skyrim.esm:065666):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:065664,LeftHandMinersBarracksFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
