plugin,formid,editor_id,workbench_keyword,created_object,created_count,ingredients,modding_use,validation
HearthFires.esm,HearthFires.esm:0030E6,BYOHHouseRecipe032Room2Workbench,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart032Room2Workbench (HearthFires.esm:0030E7),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003124,BYOHHouseRecipe033Room2WorkbenchDisable,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart033Room2WorkbenchDisable (HearthFires.esm:003122),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00312D,BYOHHouseRecipe034Room1WorkbenchB,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart034Room1WorkbenchB (HearthFires.esm:00312B),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00312E,BYOHHouseRecipe035Room1WorkbenchBDisable,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart035Room1WorkbenchDisable (HearthFires.esm:00312C),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003118,BYOHHouseRecipe040Room2BDoor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart040Room2BDoor (HearthFires.esm:00310F),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialLock (HearthFires.esm:003012) x1; BYOHMaterialHinge (HearthFires.esm:003011) x2; BYOHMaterialNails (HearthFires.esm:00300F) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003119,BYOHHouseRecipe041Room2BFoundation,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart041Room2BFoundation (HearthFires.esm:003110),1,BYOHMaterialLog (HearthFires.esm:00300E) x4; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x30,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00311A,BYOHHouseRecipe042Room2BWallFraming1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart042Room2BWallFraming1 (HearthFires.esm:003111),1,BYOHMaterialLog (HearthFires.esm:00300E) x16; BYOHMaterialNails (HearthFires.esm:00300F) x20,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00311B,BYOHHouseRecipe043Room2BWallFraming2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart043Room2BWallFraming2 (HearthFires.esm:003112),1,BYOHMaterialLog (HearthFires.esm:00300E) x6; BYOHMaterialNails (HearthFires.esm:00300F) x10,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00311C,BYOHHouseRecipe044Room2BWalls1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart044Room2BWalls1 (HearthFires.esm:003113),1,BYOHMaterialLog (HearthFires.esm:00300E) x4; BYOHMaterialNails (HearthFires.esm:00300F) x16; BYOHMaterialClay (HearthFires.esm:003043) x8,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00311D,BYOHHouseRecipe045Room2BWalls2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart045Room2BWalls2 (HearthFires.esm:003114),1,BYOHMaterialNails (HearthFires.esm:00300F) x12; BYOHMaterialClay (HearthFires.esm:003043) x8; BYOHMaterialLog (HearthFires.esm:00300E) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00311E,BYOHHouseRecipe046Room2BRoofFraming,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart046Room2BRoofFraming (HearthFires.esm:003115),1,BYOHMaterialLog (HearthFires.esm:00300E) x10,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00311F,BYOHHouseRecipe047Room2BRoof_1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart047Room2BRoof (HearthFires.esm:003116),1,BYOHMaterialNails (HearthFires.esm:00300F) x25; BYOHMaterialLog (HearthFires.esm:00300E) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C05,BYOHHouseRecipe047Room2BRoof_2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart047Room2BRoof (HearthFires.esm:003116),1,BYOHMaterialNails (HearthFires.esm:00300F) x25; BYOHMaterialLog (HearthFires.esm:00300E) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C06,BYOHHouseRecipe047Room2BRoof_3,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart047Room2BRoof (HearthFires.esm:003116),1,BYOHMaterialNails (HearthFires.esm:00300F) x25; BYOHMaterialLog (HearthFires.esm:00300E) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003120,BYOHHouseRecipe048Room2BFloor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart048Room2BFloor (HearthFires.esm:003117),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x6,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031A2,BYOHHouseRecipe050Room2CDoor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart050Room2CDoor (HearthFires.esm:003199),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialLock (HearthFires.esm:003012) x1; BYOHMaterialHinge (HearthFires.esm:003011) x2; BYOHMaterialNails (HearthFires.esm:00300F) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031A3,BYOHHouseRecipe051Room2CFoundation,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart051Room2CFoundation (HearthFires.esm:00319A),1,BYOHMaterialLog (HearthFires.esm:00300E) x4; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x30,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031A4,BYOHHouseRecipe052Room2CWallFraming1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart052Room2CWallFraming1 (HearthFires.esm:00319B),1,BYOHMaterialLog (HearthFires.esm:00300E) x16; BYOHMaterialNails (HearthFires.esm:00300F) x20,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031A5,BYOHHouseRecipe053Room2CWallFraming2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart053Room2CWallFraming2 (HearthFires.esm:00319C),1,BYOHMaterialLog (HearthFires.esm:00300E) x6; BYOHMaterialNails (HearthFires.esm:00300F) x10,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031A6,BYOHHouseRecipe054Room2CWalls1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart054Room2CWalls1 (HearthFires.esm:00319D),1,BYOHMaterialLog (HearthFires.esm:00300E) x4; BYOHMaterialNails (HearthFires.esm:00300F) x16; BYOHMaterialClay (HearthFires.esm:003043) x8,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031A7,BYOHHouseRecipe055Room2CWalls2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart055Room2CWalls2 (HearthFires.esm:00319E),1,BYOHMaterialNails (HearthFires.esm:00300F) x12; BYOHMaterialClay (HearthFires.esm:003043) x8; BYOHMaterialLog (HearthFires.esm:00300E) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031A8,BYOHHouseRecipe056Room2CRoofFraming,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart056Room2CRoofFraming (HearthFires.esm:00319F),1,BYOHMaterialLog (HearthFires.esm:00300E) x10,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031A9,BYOHHouseRecipe057Room2CRoof_1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart057Room2CRoof (HearthFires.esm:0031A0),1,BYOHMaterialNails (HearthFires.esm:00300F) x25; BYOHMaterialLog (HearthFires.esm:00300E) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C07,BYOHHouseRecipe057Room2CRoof_2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart057Room2CRoof (HearthFires.esm:0031A0),1,BYOHMaterialNails (HearthFires.esm:00300F) x25; BYOHMaterialLog (HearthFires.esm:00300E) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C08,BYOHHouseRecipe057Room2CRoof_3,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart057Room2CRoof (HearthFires.esm:0031A0),1,BYOHMaterialNails (HearthFires.esm:00300F) x25; BYOHMaterialLog (HearthFires.esm:00300E) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031AA,BYOHHouseRecipe058Room2CFloor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart058Room2CFloor (HearthFires.esm:0031A1),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x6,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031C7,BYOHHouseRecipe060Room3ALayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart060Room3ALayoutHouse1 (HearthFires.esm:003198),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031C9,BYOHHouseRecipe061Room4ALayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart061Room4ALayoutHouse1 (HearthFires.esm:0031AB),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031CA,BYOHHouseRecipe062Room5ALayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart062Room5ALayoutHouse1 (HearthFires.esm:0031AC),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031D3,BYOHHouseRecipe063Room6ALayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart063Room6ALayoutHouse1 (HearthFires.esm:0031AD),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031D4,BYOHHouseRecipe064Room7ALayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart064Room7ALayoutHouse1 (HearthFires.esm:0031AE),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031D5,BYOHHouseRecipe065Room8ALayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart065Room8ALayoutHouse1 (HearthFires.esm:0031AF),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031D6,BYOHHouseRecipe066Room9ALayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart066Room9ALayoutHouse1 (HearthFires.esm:0031B0),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031D7,BYOHHouseRecipe067Room10ALayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart067Room10ALayoutHouse1 (HearthFires.esm:0031B1),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031D8,BYOHHouseRecipe068Room11ALayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart068Room11ALayoutHouse1 (HearthFires.esm:0031B2),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031C8,BYOHHouseRecipe070Room3BLayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart070Room3BLayoutHouse1 (HearthFires.esm:0031B3),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:009548,BYOHHouseRecipe071Room4BLayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart071Room4BLayoutHouse1 (HearthFires.esm:0031B4),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:009549,BYOHHouseRecipe072Room5BLayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart072Room5BLayoutHouse1 (HearthFires.esm:0031B5),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00954A,BYOHHouseRecipe073Room6BLayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart073Room6BLayoutHouse1 (HearthFires.esm:0031B6),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00954B,BYOHHouseRecipe074Room7BLayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart074Room7BLayoutHouse1 (HearthFires.esm:0031B7),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00954C,BYOHHouseRecipe075Room8BLayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart075Room8BLayoutHouse1 (HearthFires.esm:0031B8),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00954D,BYOHHouseRecipe076Room9BLayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart076Room9BLayoutHouse1 (HearthFires.esm:0031B9),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00954E,BYOHHouseRecipe077Room10BLayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart077Room10BLayoutHouse1 (HearthFires.esm:0031BA),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00954F,BYOHHouseRecipe078Room11BLayoutHouse1,BYOHBuildingDrafting (HearthFires.esm:00305C),BYOHHousePart078Room11BLayoutHouse1 (HearthFires.esm:0031BB),1,,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031E0,BYOHHouseRecipe100Room3ADoor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart100Room3ADoor (HearthFires.esm:003197),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x3; BYOHMaterialLog (HearthFires.esm:00300E) x3; BYOHMaterialLock (HearthFires.esm:003012) x3; BYOHMaterialHinge (HearthFires.esm:003011) x6; BYOHMaterialNails (HearthFires.esm:00300F) x6,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031E1,BYOHHouseRecipe101Room3AFoundation,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart101Room3AFoundation (HearthFires.esm:0031DB),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x10,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031E2,BYOHHouseRecipe102Room3AWallFraming,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart102Room3AWallFraming (HearthFires.esm:0031DC),1,BYOHMaterialLog (HearthFires.esm:00300E) x7; BYOHMaterialNails (HearthFires.esm:00300F) x8,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031E3,BYOHHouseRecipe103Room3AFloor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart103Room3AFloor (HearthFires.esm:0031DD),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031E4,BYOHHouseRecipe104Room3ARoof,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart104Room3ARoof (HearthFires.esm:0031DE),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0031E5,BYOHHouseRecipe105Room3AWalls_1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart105Room3AWalls (HearthFires.esm:0031DF),1,BYOHMaterialClay (HearthFires.esm:003043) x3; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C09,BYOHHouseRecipe105Room3AWalls_2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart105Room3AWalls (HearthFires.esm:0031DF),1,BYOHMaterialClay (HearthFires.esm:003043) x3; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C0A,BYOHHouseRecipe105Room3AWalls_3,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart105Room3AWalls (HearthFires.esm:0031DF),1,BYOHMaterialClay (HearthFires.esm:003043) x3; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003246,BYOHHouseRecipe110Room4ADoor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart110Room4ADoor (HearthFires.esm:0031CB),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x2; BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialLock (HearthFires.esm:003012) x2; BYOHMaterialHinge (HearthFires.esm:003011) x4; BYOHMaterialNails (HearthFires.esm:00300F) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00329C,BYOHHouseRecipe111Room4AFoundation,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart111Room4AFoundation (HearthFires.esm:003255),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x10,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00325D,BYOHHouseRecipe112Room4AWallFraming,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart112Room4AWallFraming (HearthFires.esm:003256),1,BYOHMaterialLog (HearthFires.esm:00300E) x8; BYOHMaterialNails (HearthFires.esm:00300F) x8,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00325E,BYOHHouseRecipe113Room4AFloor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart113Room4AFloor (HearthFires.esm:003257),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00325F,BYOHHouseRecipe114Room4AWalls,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart114Room4AWalls (HearthFires.esm:003258),1,BYOHMaterialClay (HearthFires.esm:003043) x3; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003260,BYOHHouseRecipe115Room4ARoofFraming,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart115Room4ARoofFraming (HearthFires.esm:00325A),1,BYOHMaterialLog (HearthFires.esm:00300E) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003261,BYOHHouseRecipe116Room4ARoof_1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart116Room4ARoof (HearthFires.esm:00325B),1,BYOHMaterialNails (HearthFires.esm:00300F) x8; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C0B,BYOHHouseRecipe116Room4ARoof_2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart116Room4ARoof (HearthFires.esm:00325B),1,BYOHMaterialNails (HearthFires.esm:00300F) x8; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C0C,BYOHHouseRecipe116Room4ARoof_3,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart116Room4ARoof (HearthFires.esm:00325B),1,BYOHMaterialNails (HearthFires.esm:00300F) x8; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003756,BYOHHouseRecipe120Room5ADoor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart120Room5ADoor (HearthFires.esm:0031CC),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x3; BYOHMaterialLog (HearthFires.esm:00300E) x3; BYOHMaterialLock (HearthFires.esm:003012) x3; BYOHMaterialHinge (HearthFires.esm:003011) x6; BYOHMaterialNails (HearthFires.esm:00300F) x6,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00375D,BYOHHouseRecipe121Room5AFoundation,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart121Room5AFoundation (HearthFires.esm:00373D),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x8,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00375C,BYOHHouseRecipe122Room5AFloor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart122Room5AFloor (HearthFires.esm:00373E),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00375B,BYOHHouseRecipe123Room5AWallFraming1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart123Room5AWallFraming1 (HearthFires.esm:00373F),1,BYOHMaterialLog (HearthFires.esm:00300E) x10; BYOHMaterialNails (HearthFires.esm:00300F) x10,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00375A,BYOHHouseRecipe124Room5AWallFraming2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart124Room5AWallFraming2 (HearthFires.esm:003740),1,BYOHMaterialLog (HearthFires.esm:00300E) x4; BYOHMaterialNails (HearthFires.esm:00300F) x12,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003759,BYOHHouseRecipe125Room5AWalls1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart125Room5AWalls1 (HearthFires.esm:003741),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialClay (HearthFires.esm:003043) x3,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003758,BYOHHouseRecipe126Room5AWalls2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart126Room5AWalls2 (HearthFires.esm:003742),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialClay (HearthFires.esm:003043) x6,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003757,BYOHHouseRecipe127Room5ARoof_1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart127Room5ARoof (HearthFires.esm:003743),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C0D,BYOHHouseRecipe127Room5ARoof_2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart127Room5ARoof (HearthFires.esm:003743),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C0E,BYOHHouseRecipe127Room5ARoof_3,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart127Room5ARoof (HearthFires.esm:003743),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003C9E,BYOHHouseRecipe130Room6ADoor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart130Room6ADoor (HearthFires.esm:0031CD),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x3; BYOHMaterialLog (HearthFires.esm:00300E) x3; BYOHMaterialLock (HearthFires.esm:003012) x3; BYOHMaterialHinge (HearthFires.esm:003011) x6; BYOHMaterialNails (HearthFires.esm:00300F) x6,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003C9F,BYOHHouseRecipe131Room6AFoundation,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart131Room6AFoundation (HearthFires.esm:003744),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x10,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003CA0,BYOHHouseRecipe132Room6AWallFraming,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart132Room6AWallFraming (HearthFires.esm:003745),1,BYOHMaterialLog (HearthFires.esm:00300E) x7; BYOHMaterialNails (HearthFires.esm:00300F) x8,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003CA1,BYOHHouseRecipe133Room6AFloor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart133Room6AFloor (HearthFires.esm:003746),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003CA2,BYOHHouseRecipe134Room6ARoof,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart134Room6ARoof (HearthFires.esm:003747),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003CA3,BYOHHouseRecipe135Room6AWalls_1,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart135Room6AWalls (HearthFires.esm:003748),1,BYOHMaterialClay (HearthFires.esm:003043) x3; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C0F,BYOHHouseRecipe135Room6AWalls_2,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart135Room6AWalls (HearthFires.esm:003748),1,BYOHMaterialClay (HearthFires.esm:003043) x3; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:000C10,BYOHHouseRecipe135Room6AWalls_3,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart135Room6AWalls (HearthFires.esm:003748),1,BYOHMaterialClay (HearthFires.esm:003043) x3; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003CA4,BYOHHouseRecipe140Room7ADoor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart140Room7ADoor (HearthFires.esm:0031CE),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x2; BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialLock (HearthFires.esm:003012) x2; BYOHMaterialHinge (HearthFires.esm:003011) x4; BYOHMaterialNails (HearthFires.esm:00300F) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003CA5,BYOHHouseRecipe141Room7AFoundation,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart141Room7AFoundation (HearthFires.esm:003749),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x10,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003CA6,BYOHHouseRecipe142Room7AWallFraming,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart142Room7AWallFraming (HearthFires.esm:00374A),1,BYOHMaterialLog (HearthFires.esm:00300E) x8; BYOHMaterialNails (HearthFires.esm:00300F) x8,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003CA7,BYOHHouseRecipe143Room7AFloor,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHousePart143Room7AFloor (HearthFires.esm:00374B),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,crafting signal candidate,candidate-extracted
